rx_Mbps-2g,rx_Mbps_avg3-2g,FreeTime_2.4GHz,Load_2.4GHz,rx_Mbps_avg5-2g,rx_Mbps_avg7-2g,rx_Mbps_lag1-2g,RxTime_2.4GHz,tx_Mbps_avg7-2g,rx_Mbps_lag2-2g,tx_Mbps_avg5-2g,rx_Mbps_lag3-2g,tx_pps-2g,tx_Mbps_avg3-2g,rx_pps-2g,tx_Mbps_lag1-2g,tx_Mbps_lag2-2g,tx_Mbps_lag3-2g,tx_Mbps-2g,LastDataUplinkRate,UplinkMCS,LastDataDownlinkRate,rx_Mbps,SignalStrength_avg10,VendorStats.Glitch_2.4GHz,rx_pps,ObssTime_2.4GHz,TxTime_2.4GHz,SignalStrength_avg7,SignalStrength_avg5,UplinkShortGuard
52.045,27.633,37.0,63.0,22.968,25.082,28.229,36.0,33.678,2.625,30.6,13.392,455.2,25.305,3568.6,18.513,54.332,39.584,3.071,96100.0,9.0,86700.0,0.072,-46.1,1405.0,73.8,3.0,13.0,-45.71,-45.8,1.0
26.903,26.492,60.0,40.0,19.872,16.211,28.309,21.0,1.719,24.264,2.179,16.12,102.2,2.096,685.6,1.826,4.328,3.054,0.133,72200.0,7.0,65000.0,20.604,-45.3,592.0,1666.6,9.0,5.0,-45.14,-45.0,1.0
15.206,19.499,61.0,39.0,18.004,19.816,21.292,14.0,10.322,21.998,6.091,12.068,988.8,10.038,117.8,5.335,5.435,0.089,19.345,72200.0,7.0,72200.0,15.215,-49.0,393.0,1234.0,3.0,16.0,-49.0,-49.0,1.0
21.889,15.296,5.0,95.0,9.338,10.496,23.602,23.0,30.572,0.396,37.258,0.382,2160.167,34.762,1788.5,25.951,51.624,43.406,26.71,137600.0,5.0,195000.0,27.35,-62.3,394.0,2032.8,2.0,63.0,-62.29,-62.4,1.0
0.025,0.027,82.0,18.0,0.046,0.051,0.014,1.0,6.698,0.043,5.264,0.072,79.8,2.305,22.4,1.082,4.225,8.898,1.608,286700.0,11.0,286700.0,0.022,-42.8,184.0,22.667,11.0,5.0,-42.29,-42.4,1.0
21.541,16.371,47.0,53.0,15.635,16.432,13.913,37.0,8.544,13.659,6.007,14.761,146.5,0.196,828.833,0.154,0.26,13.699,0.174,72200.0,7.0,72200.0,10.668,-49.3,245.0,867.8,6.0,6.0,-49.29,-49.4,1.0
6.041,2.827,36.0,64.0,5.783,11.744,1.018,2.0,51.861,1.421,58.673,8.658,4464.2,61.381,836.2,66.209,62.909,55.202,55.026,72200.0,7.0,72200.0,0.176,-44.4,722.0,198.75,4.0,51.0,-44.71,-45.0,1.0
34.047,34.082,35.0,65.0,35.571,27.757,37.253,37.0,11.102,30.947,10.589,41.485,792.6,7.816,2786.0,7.972,9.72,13.234,5.756,1000.0,0.0,286700.0,14.087,-45.5,294.0,1127.4,5.0,17.0,-45.29,-45.4,0.0
9.54,22.63,3.0,97.0,22.255,25.061,13.035,22.0,31.722,45.314,30.477,39.93,3933.0,31.534,1580.4,44.044,3.006,7.312,47.553,29200.0,3.0,286700.0,7.301,-37.3,575.0,575.6,2.0,61.0,-37.29,-37.4,1.0
0.223,0.16,58.0,42.0,0.181,3.332,0.149,2.0,17.384,0.109,17.876,0.202,1598.4,19.187,170.6,14.311,9.857,15.062,33.394,72200.0,7.0,65000.0,0.068,-46.4,733.0,77.2,4.0,31.0,-46.86,-47.2,1.0
1.642,12.413,52.0,48.0,21.014,15.282,14.948,2.0,30.121,20.649,19.54,34.948,1124.2,22.596,175.4,28.064,25.875,13.779,13.848,243700.0,11.0,162500.0,0.027,-37.2,822.0,28.0,4.0,35.0,-37.29,-37.4,1.0
8.962,4.227,51.0,49.0,11.148,8.854,0.332,6.0,18.786,3.388,22.383,22.333,572.2,20.304,377.8,30.287,25.029,21.915,5.595,72200.0,7.0,72200.0,5.18,-44.9,998.0,438.4,11.0,8.0,-44.86,-44.8,1.0
16.281,18.786,75.0,25.0,14.827,11.201,23.467,1.0,5.227,16.609,2.384,8.199,273.0,1.292,389.2,0.228,0.14,0.095,3.508,72200.0,7.0,72200.0,10.675,-46.2,1209.0,867.4,7.0,10.0,-46.29,-46.2,1.0
36.198,23.979,38.0,62.0,18.041,13.092,23.073,29.0,10.274,12.666,7.555,12.979,520.0,7.668,2373.6,8.075,6.16,4.37,8.768,243700.0,10.0,243700.0,0.062,-51.3,956.0,64.0,2.0,20.0,-51.14,-51.0,1600.0
9.455,13.069,29.0,71.0,13.662,14.322,12.055,9.0,20.787,17.696,20.928,16.051,1757.667,22.689,915.333,23.285,23.446,19.987,21.337,286700.0,11.0,286700.0,10.296,-48.0,609.0,862.8,9.0,45.0,-45.14,-44.6,1.0
14.117,26.4,77.0,23.0,21.295,16.096,36.386,3.0,20.157,28.698,12.755,22.16,746.8,12.376,652.2,18.048,4.399,10.182,14.681,270800.0,11.0,286700.0,0.088,-51.0,926.0,92.6,5.0,11.0,-51.0,-51.2,1600.0
42.266,46.396,20.0,80.0,38.724,43.574,47.908,44.0,6.941,49.014,7.967,23.211,1048.833,10.34,3445.333,11.255,10.914,4.548,8.852,1000.0,0.0,258000.0,11.911,-47.1,184.0,999.6,1.0,27.0,-47.0,-45.2,0.0
9.634,20.757,22.0,78.0,19.943,18.532,22.968,9.0,18.015,29.669,15.858,31.212,2552.4,15.883,1439.0,16.218,0.247,5.558,31.185,96100.0,9.0,86700.0,0.785,-44.7,972.0,833.75,4.0,54.0,-44.29,-44.6,1.0
5.794,12.028,56.0,44.0,13.814,12.259,11.217,1.0,2.236,19.074,1.018,15.616,221.2,0.778,486.2,0.13,0.324,0.108,1.881,103200.0,4.0,286700.0,3.793,-38.4,1855.0,314.0,13.0,11.0,-38.57,-38.8,1.0
14.353,11.732,44.0,56.0,11.963,11.099,5.95,37.0,13.106,14.892,10.07,11.646,1018.6,10.126,910.8,12.754,7.245,7.717,10.38,72200.0,7.0,72200.0,3.351,-45.9,578.0,398.833,2.0,10.0,-46.43,-46.6,1.0
26.666,10.702,32.0,68.0,8.678,12.548,5.164,38.0,11.326,0.275,15.65,3.688,820.8,18.807,2220.8,22.814,26.343,11.541,7.263,86700.0,8.0,72200.0,12.693,-50.3,494.0,1039.0,2.0,21.0,-50.14,-49.8,1.0
14.622,15.059,68.0,32.0,15.145,20.253,20.077,12.0,11.398,10.477,12.197,18.125,426.6,7.691,92.0,6.416,10.293,14.94,6.363,96100.0,9.0,96100.0,0.032,-50.7,684.0,36.6,6.0,11.0,-52.29,-52.8,400.0
15.722,10.362,52.0,48.0,11.986,16.739,5.448,2.0,29.789,9.916,30.484,9.107,2036.8,28.698,1339.0,33.636,23.795,31.086,28.662,72200.0,7.0,65000.0,6.223,-33.1,688.0,673.6,4.0,38.0,-32.71,-32.6,1.0
23.211,35.737,46.0,54.0,38.577,38.706,31.22,28.0,3.699,52.779,3.635,58.623,640.8,4.441,1892.4,4.265,4.511,4.242,4.548,24000.0,0.0,96100.0,27.379,-47.9,240.0,2228.4,5.0,16.0,-46.14,-47.2,0.0
7.627,14.578,61.0,39.0,23.608,29.701,7.289,2.0,16.904,28.819,23.486,32.382,2201.4,30.463,326.4,23.95,32.656,25.696,34.783,286700.0,11.0,286700.0,0.098,-32.0,221.0,109.2,6.0,27.0,-32.14,-32.2,1.0
41.401,19.287,23.0,77.0,14.874,21.266,8.787,27.0,23.863,7.673,30.981,6.837,1223.8,30.345,3466.0,37.5,39.924,31.006,13.612,96100.0,9.0,96100.0,3.538,-51.5,526.0,296.2,5.0,32.0,-51.71,-51.8,1.0
8.284,6.53,60.0,40.0,20.147,18.601,0.212,5.0,10.095,11.095,6.96,44.182,911.4,10.634,782.0,13.121,8.107,0.278,10.673,270800.0,11.0,229400.0,6.302,-28.4,983.0,480.8,4.0,23.0,-28.43,-28.6,1600.0
0.1,0.091,60.0,40.0,7.837,9.232,0.091,1.0,3.109,0.083,4.278,15.617,454.2,7.021,79.0,6.088,6.473,0.119,8.503,72200.0,7.0,65000.0,0.033,-46.7,1622.0,36.6,12.0,12.0,-46.71,-46.8,1.0
4.011,2.515,58.0,42.0,1.973,16.394,1.748,7.0,6.614,1.785,8.345,2.194,707.2,8.876,96.8,7.492,7.361,7.495,11.775,286700.0,11.0,286700.0,0.083,-31.0,866.0,88.8,4.0,27.0,-31.0,-31.0,800.0
15.142,26.827,42.0,58.0,38.458,43.633,18.172,30.0,4.426,47.167,5.568,55.372,708.0,8.402,656.2,11.59,2.599,1.28,11.018,72200.0,7.0,72200.0,11.395,-40.9,836.0,924.2,6.0,12.0,-41.14,-41.0,1.0
12.242,8.906,74.0,26.0,9.386,12.407,9.763,9.0,9.905,4.712,9.869,8.417,219.6,7.243,1050.8,5.032,14.579,12.933,2.118,258000.0,10.0,243700.0,12.144,-32.9,851.0,971.4,6.0,8.0,-32.86,-32.8,1.0
16.033,10.744,62.0,38.0,9.285,12.263,11.534,21.0,15.955,4.665,19.815,6.322,214.4,14.289,231.2,13.053,28.316,25.845,1.498,96100.0,9.0,96100.0,0.053,-48.2,801.0,57.2,4.0,8.0,-47.71,-48.4,400.0
13.804,8.444,48.0,52.0,23.243,32.226,7.495,19.0,7.861,4.032,10.461,46.955,906.6,10.12,190.0,8.244,8.402,11.129,13.713,270800.0,11.0,286700.0,0.077,-37.3,916.0,86.4,5.0,19.0,-36.29,-36.2,1.0
0.075,0.06,86.0,14.0,1.767,5.857,0.011,1.0,4.847,0.093,6.747,0.095,56.4,5.073,32.8,0.38,13.969,17.327,0.87,1000.0,0.0,229400.0,0.071,-30.4,1024.0,34.4,5.0,5.0,-30.43,-30.4,0.0
15.472,16.105,51.0,49.0,15.647,13.138,12.966,30.0,13.875,19.877,12.563,18.879,477.4,7.102,748.6,5.154,10.634,19.826,5.517,243700.0,11.0,286700.0,10.83,-51.7,604.0,834.6,4.0,10.0,-51.57,-50.6,3200.0
7.832,23.265,63.0,37.0,27.268,21.893,13.358,9.0,55.133,48.605,48.66,58.474,1396.667,46.461,798.0,61.539,46.97,34.27,30.875,24000.0,0.0,65000.0,0.003,-33.4,437.0,3.0,3.0,21.0,-33.29,-33.0,0.0
16.408,15.54,48.0,52.0,12.799,9.732,14.131,32.0,7.915,16.082,6.98,13.59,471.167,6.487,702.0,8.166,5.099,5.666,6.195,286700.0,11.0,286700.0,0.064,-46.4,259.0,71.4,7.0,10.0,-43.71,-43.0,1.0
11.259,10.497,66.0,34.0,7.368,9.498,9.852,17.0,11.605,10.379,6.814,0.161,235.0,2.43,861.0,1.248,5.27,10.979,0.771,96100.0,9.0,96100.0,4.412,-51.2,173.0,368.8,5.0,8.0,-51.43,-50.8,1.0
15.038,10.663,85.0,15.0,9.867,13.637,13.932,1.0,24.246,3.02,28.644,0.782,1118.0,25.73,418.0,29.618,26.382,36.212,21.191,286700.0,11.0,258000.0,0.121,-47.6,430.0,129.8,3.0,10.0,-47.71,-46.0,1.0
0.056,7.493,25.0,75.0,11.763,10.405,0.954,1.0,2.044,21.47,2.005,22.792,238.4,3.261,62.6,4.419,0.031,0.177,5.333,195000.0,8.0,286700.0,0.055,-48.0,1150.0,61.2,47.0,7.0,-48.0,-48.0,1.0
0.07,13.108,46.0,54.0,12.924,9.267,7.632,1.0,11.609,31.623,8.302,25.172,318.2,4.152,79.8,5.082,0.089,5.512,7.285,243700.0,10.0,286700.0,0.069,-49.0,1270.0,77.0,30.0,9.0,-49.0,-49.0,1.0
9.202,42.378,34.0,66.0,47.187,49.865,54.073,3.0,16.12,63.859,14.872,46.737,2619.2,14.606,1383.8,8.561,3.771,15.685,31.487,72200.0,7.0,72200.0,0.187,-43.0,747.0,213.0,3.0,51.0,-43.14,-43.4,1.0
16.147,6.199,56.0,44.0,10.673,13.773,0.113,24.0,10.29,2.336,9.737,11.233,298.6,8.052,826.4,6.032,17.135,18.378,0.99,286700.0,11.0,243700.0,7.891,-29.1,1058.0,647.8,5.0,7.0,-29.14,-29.2,800.0
0.068,0.047,80.0,20.0,0.295,2.977,0.052,1.0,2.232,0.021,3.085,0.025,315.6,4.657,72.6,5.357,1.69,1.438,6.923,286700.0,11.0,216600.0,0.068,-32.1,1265.0,75.4,4.0,8.0,-30.0,-30.0,800.0
0.321,3.281,30.0,70.0,11.932,16.367,0.068,3.0,7.412,9.454,10.172,22.252,1675.4,11.106,221.6,3.162,7.429,11.853,22.727,72200.0,7.0,72200.0,0.094,-42.8,777.0,102.4,3.0,55.0,-42.71,-42.6,1.0
8.236,18.727,67.0,33.0,22.596,21.522,19.075,2.0,26.009,28.87,20.428,39.862,797.0,15.494,98.2,15.357,17.041,21.142,14.083,72200.0,7.0,72200.0,7.289,-50.0,376.0,678.4,5.0,23.0,-49.71,-49.8,1.0
34.035,18.522,4.0,96.0,15.27,19.496,10.892,72.0,9.704,10.638,13.052,0.241,1563.8,11.314,102.2,6.154,12.423,20.03,15.366,286700.0,11.0,286700.0,0.124,-40.1,27.0,135.8,4.0,18.0,-41.71,-43.8,1.0
9.632,12.416,75.0,25.0,9.786,7.535,13.93,2.0,1.801,13.687,1.278,7.39,285.8,2.089,854.2,0.066,0.132,0.055,6.069,195000.0,9.0,229400.0,6.18,-61.9,1187.0,467.6,5.0,13.0,-62.0,-62.0,3200.0
11.103,7.778,33.0,67.0,9.631,7.948,3.706,35.0,9.535,8.525,9.32,14.922,931.6,9.651,420.6,5.735,5.417,8.923,17.8,286700.0,11.0,258000.0,3.713,-29.0,3086.0,395.2,2.0,16.0,-29.0,-29.0,800.0
19.293,16.668,53.0,47.0,12.682,11.638,24.784,24.0,19.357,5.927,19.5,0.692,981.8,18.522,1370.8,16.851,20.79,25.662,17.925,286700.0,11.0,286700.0,0.091,-46.1,227.0,100.8,6.0,14.0,-46.14,-46.0,1.0
9.106,18.73,46.0,54.0,16.881,13.992,21.56,2.0,3.543,25.523,3.662,13.418,682.4,2.957,657.2,0.096,1.206,5.096,7.568,270800.0,11.0,258000.0,3.797,-29.1,769.0,313.0,8.0,38.0,-29.0,-29.0,1.0
16.784,10.969,76.0,24.0,11.887,13.564,16.005,7.0,5.107,0.117,7.121,2.744,36.0,6.969,1406.2,2.293,18.564,14.646,0.05,258000.0,10.0,258000.0,17.472,-39.4,672.0,1213.6,7.0,5.0,-39.0,-39.0,1.0
17.719,26.094,23.0,77.0,20.255,21.059,33.999,24.0,2.88,26.565,3.848,14.017,1321.2,5.374,1373.2,0.398,0.363,1.395,15.361,72200.0,7.0,72200.0,4.84,-43.4,1361.0,392.4,6.0,32.0,-43.86,-43.6,1.0
5.153,12.913,65.0,35.0,8.823,6.337,15.129,3.0,12.045,18.456,13.752,5.045,532.0,4.728,118.6,3.224,0.591,22.536,10.37,72200.0,7.0,72200.0,7.088,-41.7,1031.0,580.0,8.0,12.0,-41.57,-41.4,1.0
22.014,29.108,36.0,64.0,27.02,23.334,31.646,28.0,6.68,33.664,7.772,24.653,978.0,6.366,872.6,0.26,4.399,12.271,14.44,286700.0,11.0,216600.0,0.088,-28.1,648.0,97.2,2.0,29.0,-28.14,-28.2,800.0
13.711,9.888,47.0,53.0,15.771,14.404,6.754,27.0,11.144,9.199,5.691,31.801,378.6,7.162,1137.6,9.694,9.459,3.591,2.334,1000.0,0.0,243700.0,8.421,-36.7,932.0,652.0,4.0,10.0,-36.71,-36.8,0.0
0.387,3.209,54.0,46.0,9.393,15.509,3.9,2.0,13.697,5.341,18.94,17.278,2051.6,19.036,301.0,16.45,11.192,20.14,29.465,96100.0,9.0,96100.0,0.214,-49.5,343.0,206.4,3.0,36.0,-48.29,-48.2,1.0
0.332,33.875,42.0,58.0,50.784,57.973,8.938,3.0,19.758,92.355,27.588,79.819,3014.4,45.672,370.0,63.643,0.106,0.782,73.267,195000.0,8.0,229400.0,0.329,-62.0,857.0,364.2,3.0,46.0,-62.0,-62.0,1600.0
20.772,14.577,20.0,80.0,12.359,13.933,14.502,19.0,16.317,8.456,18.915,12.611,1456.0,22.132,900.2,28.805,21.548,12.352,16.044,96100.0,9.0,96100.0,0.317,-55.0,1785.0,316.4,11.0,26.0,-55.14,-55.4,400.0
2.593,1.581,69.0,31.0,9.977,8.916,2.093,1.0,1.641,0.057,2.262,20.815,35.8,3.651,205.8,5.578,5.315,0.211,0.059,229400.0,9.0,286700.0,2.292,-49.5,1325.0,187.8,14.0,5.0,-49.86,-50.2,1.0
32.171,28.254,28.0,72.0,29.308,31.324,26.338,36.0,19.957,26.254,14.894,25.398,1965.8,16.168,2632.8,18.595,6.921,7.069,22.987,72200.0,7.0,72200.0,0.217,-48.4,537.0,247.2,1.0,30.0,-48.29,-48.4,400.0
10.723,5.184,34.0,66.0,5.946,9.207,0.248,35.0,17.327,4.58,19.271,5.118,1415.2,18.416,248.0,15.529,20.778,24.109,18.941,72200.0,7.0,72200.0,7.937,-43.3,625.0,705.5,3.0,24.0,-43.14,-43.2,1.0
4.343,19.627,85.0,15.0,30.181,28.483,7.381,1.0,7.877,47.156,5.621,49.387,412.4,4.513,392.8,0.105,8.388,10.935,5.046,286700.0,11.0,286700.0,4.307,-33.0,980.0,349.8,5.0,6.0,-33.0,-33.0,1.0
0.076,3.429,69.0,31.0,3.904,2.852,3.914,2.0,10.881,6.296,6.622,9.001,317.4,2.156,28.6,2.89,0.07,2.102,3.508,72200.0,7.0,72200.0,0.07,-49.9,412.0,76.4,11.0,12.0,-49.86,-49.8,1.0
11.746,6.733,31.0,69.0,5.86,4.97,1.019,50.0,20.649,7.435,23.168,4.784,875.8,21.716,125.4,22.166,25.159,30.332,17.824,72200.0,7.0,72200.0,11.809,-52.2,396.0,960.4,2.0,14.0,-52.29,-52.2,1.0
32.177,36.568,27.0,73.0,24.409,23.185,52.909,52.0,29.286,24.617,29.069,7.6,676.6,15.274,2204.2,0.222,31.767,58.909,13.834,86000.0,7.0,206500.0,44.851,-62.4,1025.0,3378.0,6.0,6.0,-62.29,-62.0,1.0
4.171,1.688,64.0,36.0,4.673,5.277,0.55,2.0,23.158,0.344,25.31,7.523,1975.4,29.647,434.4,27.075,21.89,20.274,39.977,72200.0,7.0,72200.0,3.784,-53.1,675.0,309.0,2.0,28.0,-52.71,-52.4,400.0
0.372,3.849,77.0,23.0,8.01,10.024,2.394,1.0,8.823,8.78,11.654,13.167,852.0,16.272,165.2,19.499,10.383,7.141,18.934,96100.0,9.0,96100.0,0.192,-56.9,205.0,86.6,5.0,13.0,-55.43,-55.4,1.0
22.985,32.161,44.0,56.0,25.269,23.552,34.783,21.0,7.147,38.714,8.729,19.217,752.2,6.373,593.8,3.915,3.427,10.221,11.777,72200.0,7.0,72200.0,16.454,-44.0,1153.0,1331.2,7.0,15.0,-43.86,-43.8,1.0
28.279,23.689,74.0,26.0,16.087,13.085,33.136,14.0,7.296,9.652,7.477,6.327,210.0,6.08,1659.8,1.759,16.217,14.06,0.264,72200.0,7.0,65000.0,9.259,-45.7,643.0,767.6,4.0,6.0,-46.0,-46.0,1.0
15.034,5.21,59.0,41.0,6.236,5.317,0.366,5.0,10.348,0.23,13.422,7.269,904.8,21.475,1265.0,34.447,20.414,1.385,9.563,1000.0,0.0,270800.0,6.813,-43.2,259.0,591.0,8.0,26.0,-43.14,-41.8,0.0
0.039,0.105,75.0,25.0,6.024,5.583,0.119,1.0,12.892,0.158,12.676,11.2,165.2,17.611,42.6,18.888,30.272,10.46,3.674,286700.0,11.0,270800.0,0.038,-39.0,733.0,42.0,12.0,6.0,-39.0,-39.2,1.0
5.28,4.271,57.0,43.0,3.358,3.639,3.886,1.0,8.139,3.648,9.133,0.113,488.8,10.465,80.4,14.463,8.449,8.022,8.483,172000.0,7.0,216600.0,0.07,-63.2,1988.0,69.0,7.0,9.0,-63.29,-63.4,1.0
7.563,18.575,52.0,48.0,17.44,19.03,25.364,2.0,4.484,22.797,3.208,15.326,1024.6,4.249,323.2,0.112,0.344,0.578,12.291,286700.0,11.0,286700.0,3.793,-33.0,719.0,313.4,4.0,37.0,-33.0,-33.0,1.0
23.039,16.015,57.0,43.0,13.944,14.366,24.622,29.0,15.956,0.385,13.61,0.394,229.167,10.735,1569.0,5.054,26.501,27.24,0.65,96100.0,9.0,96100.0,11.601,-37.4,667.0,945.8,4.0,7.0,-39.71,-39.2,1.0
67.811,56.955,14.0,86.0,35.606,29.828,62.504,75.0,29.869,40.549,26.827,5.833,423.8,9.868,5531.6,4.744,24.185,58.083,0.676,72200.0,7.0,72200.0,0.006,-50.2,198.0,5.0,2.0,7.0,-50.29,-50.4,400.0
0.043,6.217,81.0,19.0,5.43,4.495,6.908,1.0,1.291,11.701,1.716,8.487,214.2,2.459,47.4,2.486,0.051,0.403,4.84,243700.0,10.0,216600.0,0.043,-63.0,1267.0,47.6,6.0,7.0,-63.0,-63.0,1.0
5.846,5.836,67.0,33.0,10.478,11.135,0.127,16.0,4.146,11.536,5.018,15.857,712.0,7.67,425.2,11.12,1.177,0.418,10.713,72200.0,7.0,72200.0,0.082,-39.1,569.0,92.6,3.0,8.0,-39.29,-39.0,1.0
21.504,20.595,54.0,46.0,17.266,14.382,28.491,8.0,16.174,11.789,14.69,13.873,1580.2,17.488,256.8,21.759,5.704,5.201,25.001,96100.0,9.0,96100.0,0.171,-51.1,1146.0,168.0,5.0,22.0,-51.14,-51.0,1.0
10.643,20.858,60.0,40.0,24.678,35.23,15.91,9.0,6.309,36.02,7.599,33.987,517.167,8.44,558.0,7.743,11.712,7.237,5.866,96100.0,9.0,96100.0,0.101,-50.7,501.0,100.6,6.0,19.0,-51.29,-52.0,1.0
0.205,8.308,63.0,37.0,12.183,9.933,10.684,2.0,9.339,14.035,10.936,18.392,1228.0,17.023,89.4,15.219,14.136,3.455,21.715,286700.0,11.0,286700.0,0.079,-40.9,623.0,87.0,3.0,27.0,-40.14,-38.8,1.0
9.303,6.547,62.0,38.0,5.072,4.54,4.511,16.0,15.976,5.827,13.528,0.885,974.8,10.947,116.8,7.146,8.729,16.867,16.966,72200.0,7.0,72200.0,10.697,-50.5,1077.0,867.2,3.0,15.0,-50.71,-50.2,400.0
23.562,15.663,72.0,28.0,16.267,12.266,14.254,13.0,11.643,9.174,7.717,19.517,560.0,8.384,1504.2,6.474,14.693,9.049,3.986,72200.0,7.0,72200.0,6.757,-38.1,302.0,551.6,4.0,7.0,-37.86,-37.6,1.0
10.242,14.399,53.0,47.0,14.241,11.125,8.057,5.0,6.731,24.898,4.728,23.47,640.2,4.873,869.6,7.113,0.41,0.216,7.096,72200.0,7.0,72200.0,0.108,-49.3,2595.0,118.0,5.0,12.0,-49.43,-49.4,1.0
4.173,9.337,43.0,57.0,11.055,8.316,12.419,2.0,30.224,11.419,18.59,10.654,2244.4,20.42,608.4,17.808,16.23,10.038,27.222,72200.0,7.0,58500.0,0.085,-50.3,568.0,92.2,1.0,49.0,-50.29,-49.8,400.0
14.373,9.594,63.0,37.0,8.203,6.74,4.338,21.0,20.286,10.071,15.727,4.316,376.8,11.357,249.0,12.974,17.648,19.656,3.449,96100.0,9.0,96100.0,0.575,-53.2,723.0,55.6,5.0,8.0,-54.57,-54.6,400.0
7.631,7.58,55.0,45.0,5.662,5.736,7.855,6.0,16.162,7.253,17.592,1.736,1357.0,18.944,1067.6,18.057,22.594,16.829,16.182,72200.0,7.0,72200.0,0.016,-34.7,957.0,17.4,6.0,26.0,-34.86,-35.0,1.0
5.083,4.685,52.0,48.0,10.236,14.607,2.127,16.0,16.15,6.846,21.716,13.693,1921.4,33.311,600.6,38.476,27.719,8.345,33.739,286700.0,11.0,258000.0,0.117,-29.0,916.0,129.0,2.0,26.0,-29.0,-29.0,800.0
10.841,15.714,67.0,33.0,18.457,18.876,12.17,15.0,5.255,24.13,3.16,17.868,586.6,5.012,739.0,6.456,1.843,0.367,6.736,1000.0,0.0,286700.0,3.721,-37.6,683.0,310.8,5.0,9.0,-38.0,-38.4,0.0
9.019,19.116,66.0,34.0,22.706,31.716,22.756,4.0,5.096,25.572,3.255,20.274,611.8,3.089,610.6,1.276,1.426,3.085,6.564,96100.0,9.0,96100.0,6.827,-52.0,358.0,570.0,2.0,24.0,-51.57,-52.0,1.0
14.675,12.75,56.0,44.0,9.755,7.592,15.77,28.0,6.036,7.805,5.774,7.573,155.2,2.343,239.8,2.609,4.239,8.773,0.181,286700.0,11.0,162500.0,2.814,-31.9,663.0,204.0,6.0,7.0,-31.86,-32.0,1.0
9.579,13.373,61.0,39.0,28.253,33.151,14.082,6.0,20.66,16.458,19.826,29.556,755.0,22.92,784.2,17.708,43.606,28.765,7.446,96100.0,9.0,72200.0,3.413,-35.1,1054.0,285.0,5.0,19.0,-35.43,-35.8,1.0
3.605,3.15,82.0,18.0,1.92,2.716,5.772,1.0,4.809,0.073,5.533,0.075,58.0,3.561,311.8,1.82,8.757,8.284,0.105,286700.0,11.0,286700.0,5.72,-43.2,247.0,489.4,12.0,5.0,-43.0,-42.4,1.0
49.693,23.607,3.0,97.0,32.513,23.794,11.445,77.0,13.534,9.682,17.011,44.603,1505.6,23.863,49.8,32.26,33.735,6.178,5.595,135400.0,11.0,195000.0,3.659,-31.8,239.0,337.4,1.0,12.0,-31.86,-32.0,1.0
12.694,6.78,23.0,77.0,5.851,5.705,4.138,16.0,27.014,3.508,20.786,4.78,3167.2,21.964,1620.0,21.821,6.34,17.039,37.732,72200.0,7.0,72200.0,6.889,-39.8,519.0,563.833,6.0,45.0,-39.43,-39.6,1.0
8.639,18.971,28.0,72.0,16.746,14.037,19.736,5.0,12.645,28.538,12.616,15.909,2672.0,12.122,853.8,3.815,0.438,10.637,32.113,135400.0,11.0,286700.0,9.06,-39.1,528.0,723.6,4.0,55.0,-37.43,-37.2,1.0
5.156,2.61,68.0,32.0,6.618,10.131,0.238,8.0,10.185,2.437,11.846,7.993,1117.4,16.69,676.2,21.438,10.63,7.771,18.003,286700.0,11.0,286700.0,6.687,-33.0,155.0,600.2,5.0,14.0,-33.0,-33.0,1.0
23.431,24.834,40.0,60.0,19.891,16.667,27.835,44.0,10.782,23.237,10.842,16.795,242.0,1.59,1071.667,0.401,4.066,25.375,0.303,96100.0,9.0,96100.0,8.049,-49.0,519.0,663.8,3.0,9.0,-49.57,-50.4,400.0
6.704,14.897,80.0,20.0,11.629,8.579,13.152,1.0,11.768,24.835,12.996,3.856,796.0,10.283,365.4,8.953,13.192,13.913,8.705,72200.0,7.0,65000.0,1.013,-42.6,41.0,86.4,6.0,13.0,-42.86,-42.6,1.0
0.439,5.534,25.0,75.0,8.834,7.879,4.01,3.0,19.365,12.153,16.279,16.033,2406.6,22.282,272.6,20.127,10.145,1.498,36.574,96100.0,9.0,96100.0,0.159,-49.2,900.0,155.6,2.0,62.0,-50.14,-51.2,400.0
19.263,18.331,46.0,54.0,14.838,11.262,19.949,36.0,9.779,15.781,6.715,13.64,276.8,1.278,931.0,0.144,3.347,5.568,0.343,286700.0,11.0,286700.0,10.15,-33.0,505.0,825.2,4.0,9.0,-33.0,-33.0,1.0
45.337,24.131,3.0,97.0,19.734,15.06,19.565,77.0,40.245,7.49,34.528,13.07,1481.8,24.847,30.6,30.409,42.534,47.633,1.599,286700.0,11.0,286700.0,4.338,-31.0,574.0,333.167,2.0,9.0,-31.0,-31.0,800.0
31.416,13.893,3.0,97.0,34.886,52.323,8.216,32.0,30.773,2.046,40.446,43.813,2312.333,50.096,2588.333,61.982,62.017,34.509,26.29,72200.0,7.0,72200.0,0.231,-43.1,372.0,262.4,1.0,53.0,-42.71,-42.4,1.0
14.933,12.193,8.0,92.0,22.091,25.538,0.424,72.0,13.499,21.221,18.821,33.757,2460.8,27.02,436.0,38.519,15.513,10.468,27.027,1000.0,0.0,258000.0,5.121,-29.2,231.0,426.6,3.0,10.0,-29.29,-29.4,0.0
