rx_Mbps-2g,rx_Mbps_avg3-2g,FreeTime_2.4GHz,Load_2.4GHz,rx_Mbps_avg5-2g,rx_Mbps_avg7-2g,rx_Mbps_lag1-2g,RxTime_2.4GHz,tx_Mbps_avg7-2g,rx_Mbps_lag2-2g,tx_Mbps_avg5-2g,rx_Mbps_lag3-2g,tx_pps-2g,tx_Mbps_avg3-2g,rx_pps-2g,tx_Mbps_lag1-2g,tx_Mbps_lag2-2g,tx_Mbps_lag3-2g,tx_Mbps-2g,LastDataUplinkRate,UplinkMCS,LastDataDownlinkRate,rx_Mbps,SignalStrength_avg10,VendorStats.Glitch_2.4GHz,rx_pps,ObssTime_2.4GHz,TxTime_2.4GHz,SignalStrength_avg7,SignalStrength_avg5,UplinkShortGuard
0.301,0.317,42.0,58.0,22.55,41.261,0.291,2.0,41.478,0.36,57.942,10.283,2963.0,74.212,333.4,66.805,83.914,66.986,71.918,195000.0,8.0,229400.0,0.288,-62.4,916.0,316.6,7.0,41.0,-62.43,-62.6,1.0
9.471,11.628,59.0,41.0,11.408,10.505,9.592,19.0,5.54,15.82,7.498,19.195,622.2,11.08,395.8,15.585,4.164,4.062,13.491,72200.0,7.0,72200.0,7.485,-51.1,977.0,606.0,4.0,12.0,-51.29,-50.8,400.0
42.05,25.214,22.0,78.0,27.804,26.574,12.122,49.0,23.055,21.469,21.133,33.33,1380.6,22.793,3123.4,29.735,23.098,19.53,15.545,72200.0,7.0,72200.0,6.376,-37.8,316.0,588.4,2.0,22.0,-37.71,-37.0,1.0
10.439,6.405,76.0,24.0,4.276,6.174,5.942,3.0,18.58,2.835,21.727,0.418,658.4,18.702,545.0,23.012,25.225,32.31,7.87,286700.0,11.0,286700.0,6.83,-49.5,489.0,598.4,12.0,8.0,-50.86,-52.6,1.0
0.407,14.152,4.0,96.0,21.393,23.414,11.919,2.0,11.594,30.13,15.772,31.101,3061.6,23.431,89.4,22.862,4.987,4.372,42.443,243700.0,10.0,258000.0,0.075,-32.9,1616.0,82.6,5.0,69.0,-33.0,-33.0,1.0
6.08,8.131,72.0,28.0,9.469,6.843,7.931,1.0,11.703,10.383,5.195,9.269,811.4,8.571,498.2,8.017,8.428,0.055,9.269,137600.0,5.0,195000.0,6.604,-63.0,1389.0,514.8,2.0,21.0,-63.0,-63.0,1.0
7.408,3.98,71.0,29.0,7.908,11.511,4.5,11.0,0.936,0.032,1.243,9.29,203.2,1.819,64.8,1.777,1.333,0.625,2.347,286700.0,11.0,216600.0,0.039,-33.7,292.0,45.0,2.0,9.0,-33.57,-33.0,1.0
10.898,13.97,29.0,71.0,13.782,12.154,11.429,6.0,14.85,19.584,14.183,22.013,1522.4,12.463,909.8,14.93,3.928,5.813,18.531,96100.0,9.0,72200.0,5.103,-50.4,909.0,424.75,3.0,51.0,-50.14,-50.2,1.0
14.806,20.392,84.0,16.0,21.849,18.364,22.119,1.0,1.896,24.251,0.354,21.641,186.2,0.338,806.8,0.36,0.423,0.35,0.232,72200.0,7.0,72200.0,3.812,-46.1,263.0,311.8,10.0,5.0,-46.14,-46.2,1.0
29.962,17.831,52.0,48.0,21.486,19.092,23.369,26.0,11.226,0.162,12.05,12.524,36.8,13.299,2530.8,8.273,31.575,20.302,0.05,149700.0,6.0,286700.0,25.028,-48.2,931.0,2021.2,9.0,5.0,-48.14,-48.2,1.0
4.625,10.691,84.0,16.0,12.23,10.37,10.712,1.0,3.131,16.735,0.085,17.178,25.8,0.086,402.0,0.169,0.05,0.124,0.038,162500.0,7.0,216600.0,7.437,-64.9,1282.0,598.0,8.0,4.0,-65.0,-65.0,1.0
0.147,1.345,70.0,30.0,0.86,1.212,0.061,1.0,13.05,3.827,7.946,0.035,700.6,6.488,74.0,5.236,3.28,1.508,10.947,243700.0,10.0,229400.0,0.051,-29.2,1260.0,57.0,11.0,7.0,-29.29,-29.2,1.0
0.173,0.169,61.0,39.0,5.654,9.672,0.174,2.0,10.292,0.161,10.401,0.183,889.0,12.023,40.0,11.852,12.706,14.836,11.51,43300.0,4.0,72200.0,0.136,-48.5,1255.0,149.8,11.0,15.0,-48.43,-48.6,1.0
33.664,27.147,80.0,20.0,21.936,16.846,24.653,9.0,8.78,23.123,6.413,15.698,596.6,8.054,2668.8,12.271,7.491,1.338,4.399,286700.0,11.0,243700.0,21.617,-28.0,818.0,1636.8,3.0,5.0,-28.0,-28.0,800.0
10.408,16.419,82.0,18.0,13.863,12.697,19.696,1.0,5.833,19.154,2.711,12.006,304.0,1.382,599.25,1.115,2.698,4.761,0.333,72200.0,7.0,72200.0,2.559,-39.5,433.0,209.6,7.0,6.0,-39.14,-39.0,1.0
16.383,6.055,47.0,53.0,11.729,9.332,0.591,20.0,26.061,1.19,19.187,16.499,1241.2,22.934,229.2,28.434,22.922,14.437,17.445,96100.0,9.0,96100.0,0.157,-51.2,868.0,153.6,5.0,21.0,-51.14,-51.0,1.0
17.942,11.997,58.0,42.0,14.001,13.525,9.085,20.0,7.723,8.965,8.232,19.32,627.2,10.305,848.6,16.343,10.259,0.879,4.314,1000.0,0.0,286700.0,3.857,-46.2,385.0,361.0,14.0,6.0,-47.71,-48.2,0.0
14.589,10.544,52.0,48.0,15.547,12.122,9.565,7.0,45.108,7.478,39.408,25.108,1381.667,37.016,784.667,58.962,34.588,39.424,17.497,96100.0,9.0,96100.0,0.218,-52.5,960.0,207.6,3.0,28.0,-52.43,-52.2,1.0
11.477,9.266,54.0,46.0,12.751,13.62,7.868,16.0,12.495,8.453,13.294,14.362,468.0,12.086,264.8,14.704,17.31,14.675,4.245,286700.0,11.0,216600.0,4.204,-29.0,594.0,361.6,3.0,24.0,-29.0,-29.0,800.0
29.071,18.35,41.0,59.0,19.369,16.178,2.802,46.0,25.681,23.177,26.711,31.397,2137.2,34.628,1246.8,54.791,24.709,8.629,24.384,286700.0,11.0,286700.0,0.048,-48.0,138.0,54.667,5.0,7.0,-47.29,-47.6,1.0
43.417,24.23,2.0,98.0,35.241,42.132,16.416,65.0,22.365,12.858,29.145,41.917,2439.4,43.843,3642.4,41.685,59.5,7.104,30.344,24000.0,0.0,96100.0,44.705,-51.2,215.0,3610.4,2.0,26.0,-51.14,-51.2,0.0
0.004,1.263,86.0,14.0,1.85,2.135,3.779,0.0,2.842,0.006,0.042,1.862,18.4,0.04,4.0,0.049,0.006,0.024,0.064,1000.0,0.0,216600.0,0.005,-31.8,1691.0,4.8,4.0,4.0,-31.14,-31.4,0.0
16.686,7.965,70.0,30.0,8.887,13.672,5.083,18.0,16.9,2.127,23.52,6.846,671.4,27.178,868.6,33.739,38.476,27.719,9.32,72200.0,7.0,72200.0,6.751,-45.9,704.0,582.4,3.0,6.0,-45.86,-45.8,400.0
9.051,6.972,35.0,65.0,11.639,13.581,0.169,30.0,4.367,11.695,3.939,16.94,694.6,6.392,389.0,10.141,2.257,0.275,6.777,1000.0,0.0,286700.0,4.553,-39.8,218.0,378.6,16.0,7.0,-37.43,-37.8,0.0
9.471,5.985,40.0,60.0,10.874,9.008,0.237,28.0,15.558,8.247,15.028,22.255,1088.2,16.76,105.4,17.773,13.044,11.183,19.463,72200.0,7.0,65000.0,11.652,-47.0,1164.0,1016.4,7.0,18.0,-47.0,-47.0,1.0
19.594,6.907,37.0,63.0,16.282,29.183,0.555,35.0,12.556,0.572,17.127,18.446,1118.4,24.562,185.2,24.996,29.08,9.593,19.611,96100.0,9.0,96100.0,0.093,-35.4,828.0,94.4,2.0,19.0,-36.86,-38.6,400.0
62.847,63.944,3.0,97.0,56.681,55.175,73.527,82.0,3.342,55.457,4.278,41.672,1133.2,2.2,2509.0,1.179,4.167,9.325,1.253,72200.0,7.0,72200.0,34.264,-63.6,201.0,2764.6,2.0,9.0,-63.71,-64.0,400.0
13.208,7.597,72.0,28.0,11.521,14.841,0.997,1.0,4.134,8.587,2.484,17.149,365.0,3.673,1112.2,4.959,3.948,0.263,2.113,258000.0,10.0,286700.0,5.152,-36.9,1206.0,427.2,10.0,6.0,-36.86,-36.8,1.0
10.293,10.093,71.0,29.0,13.405,15.075,11.802,4.0,8.526,8.185,7.57,16.312,941.4,12.238,146.0,14.113,1.376,0.895,21.224,72200.0,7.0,72200.0,8.193,-63.1,1361.0,668.5,4.0,15.0,-63.14,-63.0,400.0
4.314,3.896,49.0,51.0,4.439,3.854,0.182,35.0,11.692,7.192,10.415,5.304,582.0,8.916,99.6,11.801,5.973,5.23,8.973,72200.0,7.0,58500.0,4.421,-52.8,528.0,422.6,2.0,9.0,-52.71,-52.8,1.0
9.199,5.788,49.0,51.0,12.675,10.731,0.508,11.0,21.045,7.656,18.301,23.86,800.0,16.525,809.6,19.394,19.911,19.659,10.269,72200.0,7.0,72200.0,0.042,-41.2,969.0,43.333,8.0,22.0,-41.14,-41.2,1.0
0.053,0.803,64.0,36.0,2.511,1.812,0.017,1.0,3.946,2.338,2.694,5.961,374.0,3.493,53.4,1.317,0.571,0.071,8.592,270800.0,11.0,286700.0,0.076,-32.1,352.0,78.2,18.0,13.0,-32.0,-32.0,1.0
24.378,42.503,47.0,53.0,41.867,39.556,53.904,38.0,10.853,49.226,7.269,54.374,257.833,1.096,434.667,0.72,1.455,16.887,1.113,96100.0,9.0,86500.0,4.716,-36.5,676.0,398.6,3.0,6.0,-34.29,-33.8,400.0
69.959,73.656,8.0,92.0,65.186,52.579,66.454,80.0,3.31,84.555,2.705,71.092,1002.8,2.875,5250.8,4.183,1.151,1.563,3.291,96100.0,9.0,96100.0,64.72,-45.9,94.0,5222.6,1.0,8.0,-45.29,-45.6,1.0
23.659,21.141,42.0,58.0,17.276,14.921,18.993,29.0,17.179,20.772,18.415,14.502,1140.0,13.907,794.4,13.825,16.044,28.805,11.852,96100.0,9.0,96100.0,0.295,-55.9,802.0,305.2,3.0,21.0,-56.57,-57.6,400.0
0.173,1.647,42.0,58.0,4.721,7.522,0.114,2.0,8.251,4.655,8.074,7.713,874.4,9.328,82.4,9.849,4.098,3.301,14.037,286700.0,11.0,172000.0,0.075,-31.8,868.0,78.8,9.0,36.0,-31.86,-32.0,1.0
7.769,3.864,58.0,42.0,2.712,3.354,0.007,10.0,1.662,3.815,2.289,0.061,54.0,1.581,647.0,0.027,4.626,5.975,0.089,146200.0,7.0,286700.0,7.831,-48.6,2387.0,648.6,16.0,5.0,-48.57,-48.6,1.0
7.004,19.793,42.0,58.0,18.073,23.505,27.112,2.0,13.962,25.263,15.211,8.959,1600.8,15.708,77.0,11.643,12.402,15.249,23.078,286700.0,11.0,286700.0,0.061,-40.3,386.0,67.4,2.0,50.0,-39.57,-39.8,1.0
17.529,15.518,37.0,63.0,9.366,9.696,20.027,6.0,6.618,8.998,7.414,0.137,1053.8,8.25,604.6,7.037,5.328,5.004,12.384,97500.0,9.0,172000.0,6.218,-41.5,955.0,529.4,6.0,41.0,-40.57,-40.0,1.0
32.427,24.016,65.0,35.0,18.724,16.404,28.656,13.0,10.532,10.964,8.192,10.119,560.8,9.401,2873.2,9.905,12.492,7.199,5.807,96100.0,9.0,96100.0,0.743,-48.5,122.0,170.0,11.0,8.0,-49.71,-49.2,1.0
11.286,20.68,69.0,31.0,24.752,21.104,20.846,5.0,3.171,29.909,2.058,37.727,638.4,2.861,528.0,1.547,0.394,0.293,6.641,96100.0,9.0,96100.0,0.089,-52.3,1363.0,91.0,5.0,13.0,-52.57,-53.2,400.0
13.317,8.972,76.0,24.0,9.253,12.384,7.639,2.0,6.629,5.959,8.247,0.228,437.8,8.494,1185.8,8.364,9.616,12.79,7.502,72200.0,7.0,72200.0,0.007,-42.6,365.0,6.2,6.0,11.0,-43.0,-43.0,1.0
23.157,16.343,58.0,42.0,15.214,13.34,16.648,22.0,19.887,9.223,19.905,9.599,407.6,12.626,1674.0,10.48,23.402,24.586,3.995,286700.0,11.0,286700.0,0.043,-45.9,385.0,42.6,4.0,9.0,-46.14,-46.6,1.0
12.845,12.516,59.0,41.0,9.605,13.058,12.923,2.0,18.415,11.78,19.781,4.693,1140.6,17.178,1258.0,14.664,23.755,24.377,13.116,96100.0,9.0,96100.0,0.182,-50.9,417.0,172.6,12.0,24.0,-52.14,-54.6,1.0
0.046,3.296,59.0,41.0,2.536,7.29,3.99,1.0,1.683,5.853,2.324,0.052,187.2,1.545,46.0,0.034,0.494,3.931,4.107,270800.0,11.0,286700.0,1.838,-32.9,728.0,177.8,13.0,10.0,-32.86,-32.8,1.0
25.741,26.912,47.0,53.0,28.157,32.071,27.226,29.0,2.582,27.769,2.59,34.03,370.8,4.075,787.0,6.398,3.196,0.478,2.63,1000.0,0.0,286700.0,7.927,-46.0,237.0,656.0,9.0,10.0,-46.0,-46.2,0.0
0.213,0.194,69.0,31.0,0.677,2.87,0.214,2.0,11.419,0.156,12.48,0.072,1046.0,15.499,110.6,17.813,11.478,6.66,17.205,286700.0,11.0,258000.0,0.094,-33.0,708.0,99.8,4.0,21.0,-33.0,-33.0,1.0
6.292,11.69,55.0,45.0,13.02,13.318,12.942,18.0,6.261,15.837,8.693,18.667,645.5,12.687,88.333,13.076,11.296,5.312,13.689,172000.0,7.0,216600.0,0.096,-61.2,1023.0,105.4,6.0,16.0,-61.14,-61.4,1.0
17.345,15.755,47.0,53.0,15.361,15.197,21.572,13.0,5.308,8.348,5.513,9.765,456.8,4.081,646.2,0.386,7.725,11.96,4.133,72200.0,7.0,72200.0,12.162,-42.1,1058.0,983.6,7.0,26.0,-42.14,-42.0,1.0
10.003,12.764,83.0,17.0,11.389,9.104,13.883,3.0,6.422,14.406,2.559,10.737,54.8,0.069,832.0,0.031,0.086,0.101,0.09,258000.0,10.0,286700.0,11.391,-51.2,1557.0,972.6,5.0,4.0,-50.86,-50.4,800.0
10.924,19.154,47.0,53.0,26.628,25.333,10.188,16.0,26.695,36.351,27.832,40.658,2964.333,34.499,899.5,48.864,19.187,14.285,35.445,96100.0,9.0,96100.0,5.897,-49.5,888.0,489.4,4.0,25.0,-48.0,-49.0,400.0
24.109,27.512,42.0,58.0,24.431,20.533,25.999,8.0,8.398,32.427,9.206,28.656,1075.2,7.878,2131.0,6.558,5.807,9.905,11.27,1000.0,0.0,286700.0,21.342,-46.6,456.0,1774.2,8.0,35.0,-46.71,-47.2,0.0
9.217,7.48,68.0,32.0,5.263,3.784,10.339,1.0,7.471,2.885,4.146,3.791,30.4,0.073,787.4,0.115,0.02,2.906,0.084,1000.0,0.0,286700.0,9.254,-51.2,843.0,789.0,1.0,27.0,-51.29,-51.4,0.0
32.587,41.317,52.0,48.0,50.558,50.597,44.369,25.0,8.052,46.994,3.278,56.299,590.4,5.068,2487.2,4.498,1.889,0.752,8.816,72200.0,7.0,72200.0,4.207,-50.3,741.0,381.0,3.0,15.0,-50.0,-50.4,400.0
16.488,20.253,77.0,23.0,17.95,13.905,18.651,5.0,3.679,25.621,2.71,15.547,215.8,0.965,1262.8,0.055,1.564,5.544,1.275,72200.0,7.0,72200.0,1.61,-49.5,1613.0,156.2,4.0,7.0,-49.57,-49.6,1.0
110.243,58.75,4.0,96.0,36.703,34.172,38.969,81.0,44.515,27.038,45.288,0.532,1404.0,28.541,7331.2,36.15,41.847,76.255,7.625,72200.0,7.0,72200.0,20.039,-50.8,104.0,1621.6,1.0,10.0,-50.43,-50.2,400.0
0.402,10.693,24.0,76.0,12.938,11.464,0.33,3.0,17.503,31.348,17.42,29.826,2964.6,26.551,103.6,35.143,0.134,0.885,44.375,72200.0,7.0,65000.0,0.32,-62.1,655.0,367.0,3.0,64.0,-61.86,-61.8,400.0
29.449,24.484,23.0,77.0,20.079,18.078,29.136,22.0,13.311,14.868,13.511,9.759,527.0,8.174,1662.6,2.527,18.22,24.945,3.776,96100.0,9.0,96100.0,8.564,-33.3,416.0,710.0,3.0,49.0,-33.86,-34.6,400.0
0.058,2.413,76.0,24.0,2.097,3.723,3.625,1.0,2.719,3.556,3.738,3.193,296.4,2.433,64.0,0.465,0.05,5.367,6.784,286700.0,11.0,258000.0,0.059,-32.0,1414.0,65.8,5.0,8.0,-33.14,-34.0,800.0
0.104,3.516,64.0,36.0,4.55,3.795,0.121,2.0,5.29,10.322,7.312,9.552,746.667,12.107,116.667,18.667,0.148,0.204,17.506,286700.0,11.0,286700.0,0.126,-48.3,1137.0,141.2,12.0,14.0,-48.0,-48.0,1.0
25.701,16.34,71.0,29.0,11.489,10.974,15.846,16.0,6.881,7.472,4.259,5.874,94.4,1.918,1785.4,2.446,3.199,6.837,0.11,286700.0,11.0,229400.0,21.829,-34.1,310.0,1697.8,2.0,6.0,-34.0,-34.6,1.0
16.165,22.802,73.0,27.0,17.714,16.936,22.409,9.0,7.404,29.832,5.238,15.324,470.6,2.441,822.2,0.541,0.297,5.801,6.486,72200.0,7.0,72200.0,11.008,-42.3,217.0,897.2,5.0,8.0,-42.0,-42.0,1.0
4.132,20.949,40.0,60.0,25.11,21.35,8.309,3.0,27.825,50.405,31.7,50.214,3406.4,46.892,466.0,65.965,0.677,1.939,74.033,96100.0,9.0,96100.0,3.54,-50.6,737.0,363.5,3.0,46.0,-50.0,-51.0,1.0
33.874,26.754,18.0,82.0,19.619,18.527,35.044,50.0,15.371,11.345,16.595,8.862,1409.2,13.811,977.2,13.05,12.904,12.33,15.48,1000.0,0.0,270800.0,9.331,-44.6,266.0,794.6,1.0,24.0,-44.57,-44.6,0.0
11.008,7.897,38.0,62.0,4.823,3.5,12.534,16.0,14.969,0.15,15.437,0.168,734.8,12.333,939.2,8.295,20.523,20.959,8.181,137600.0,5.0,149700.0,7.355,-31.8,699.0,646.6,11.0,18.0,-31.71,-31.8,1.0
0.473,4.969,49.0,51.0,8.795,10.148,0.477,3.0,36.383,13.956,35.125,19.755,2767.4,26.074,212.8,32.085,11.655,32.528,34.483,96100.0,9.0,96100.0,0.2,-54.8,712.0,195.4,3.0,40.0,-55.0,-54.4,400.0
26.023,32.26,38.0,62.0,32.668,33.122,30.43,43.0,5.854,40.326,2.62,33.772,295.6,0.744,1086.6,0.355,0.402,0.196,1.474,72200.0,7.0,72200.0,13.422,-40.8,632.0,1084.2,5.0,6.0,-40.71,-40.8,1.0
10.379,5.243,75.0,25.0,9.076,16.046,0.161,10.0,12.269,5.19,15.843,14.787,594.4,10.683,371.0,10.979,15.801,27.192,5.27,1000.0,0.0,96100.0,0.039,-50.7,261.0,40.8,6.0,6.0,-51.14,-51.2,0.0
5.863,2.307,79.0,21.0,10.002,10.156,0.138,1.0,5.299,0.92,3.991,21.928,163.2,6.313,497.0,9.486,8.157,0.1,1.296,72200.0,7.0,65000.0,0.022,-47.6,1061.0,22.4,8.0,7.0,-47.86,-47.4,1.0
2.859,2.033,65.0,35.0,17.203,21.68,2.912,2.0,34.04,0.328,46.911,8.639,2307.8,59.049,252.4,52.642,72.596,56.907,51.908,72200.0,7.0,65000.0,2.679,-53.1,642.0,219.8,4.0,24.0,-53.29,-53.6,1.0
2.73,6.478,77.0,23.0,6.98,7.719,4.954,1.0,8.712,11.749,6.849,9.056,431.0,8.926,76.2,12.338,5.194,0.724,9.246,24000.0,0.0,72200.0,1.311,-52.8,924.0,123.4,5.0,11.0,-53.0,-53.0,0.0
7.045,8.348,81.0,19.0,6.428,7.873,13.472,1.0,10.1,4.527,9.512,6.951,142.4,6.487,524.4,1.55,17.709,15.563,0.203,72200.0,7.0,72200.0,0.963,-49.5,836.0,81.2,8.0,4.0,-49.57,-49.4,1.0
18.945,31.155,75.0,25.0,32.082,24.079,32.893,14.0,10.44,41.626,10.97,30.019,180.4,15.753,498.4,18.465,28.479,5.445,0.315,96100.0,9.0,96100.0,6.798,-34.3,1078.0,554.0,3.0,5.0,-33.14,-33.2,400.0
6.132,6.293,63.0,37.0,9.924,11.891,0.107,9.0,7.46,12.64,6.948,19.283,396.8,7.252,555.8,8.944,6.425,6.339,6.387,270800.0,11.0,172000.0,7.873,-31.7,564.0,677.333,13.0,8.0,-31.57,-31.8,1.0
12.8,4.529,85.0,15.0,4.237,7.717,0.412,3.0,20.768,0.375,19.093,3.243,237.4,25.018,766.2,39.052,35.693,10.618,0.308,72200.0,7.0,72200.0,3.888,-62.3,921.0,398.6,6.0,4.0,-62.29,-62.4,400.0
1.089,4.991,25.0,75.0,9.842,16.372,9.881,4.0,33.751,4.004,46.005,9.926,4354.6,54.555,1024.0,48.507,40.252,42.879,74.906,96100.0,9.0,96100.0,6.7,-34.5,716.0,687.2,1.0,60.0,-35.43,-35.6,1.0
10.796,11.16,81.0,19.0,8.101,5.804,14.916,1.0,2.807,7.767,1.635,4.093,114.2,0.667,927.0,0.044,0.109,0.096,1.848,195000.0,9.0,229400.0,10.988,-62.0,1254.0,790.2,5.0,8.0,-62.0,-62.0,3200.0
18.203,29.696,60.0,40.0,34.355,32.409,25.268,7.0,7.846,45.618,5.429,40.088,578.4,3.31,1556.0,4.329,0.269,0.6,5.333,243700.0,10.0,172000.0,14.675,-40.4,1048.0,1134.8,6.0,19.0,-41.0,-41.0,1.0
1.736,1.186,57.0,43.0,9.186,13.857,0.363,2.0,57.757,1.46,56.002,21.89,2623.2,52.931,360.6,53.754,49.278,42.267,55.76,72200.0,7.0,72200.0,0.102,-33.2,532.0,116.4,3.0,35.0,-33.29,-33.2,1.0
36.907,33.036,4.0,96.0,32.366,32.13,35.956,65.0,6.722,26.244,6.251,30.605,2013.667,8.637,122.5,7.74,6.415,5.014,11.757,72200.0,7.0,72200.0,44.894,-47.8,269.0,3627.4,2.0,23.0,-47.71,-47.6,1.0
9.598,3.836,57.0,43.0,3.373,5.239,1.78,8.0,17.87,0.131,21.939,0.811,1880.5,12.538,684.25,9.217,8.181,31.687,20.217,96100.0,9.0,96100.0,0.237,-57.6,86.0,227.6,7.0,25.0,-58.71,-57.4,1.0
6.098,4.462,78.0,22.0,8.372,8.943,7.255,3.0,1.184,0.033,1.231,3.363,30.4,1.336,507.8,0.655,3.304,2.104,0.049,286700.0,11.0,286700.0,6.71,-29.7,1161.0,555.6,7.0,5.0,-29.57,-29.6,1.0
24.352,20.02,67.0,33.0,14.007,16.062,19.886,16.0,7.379,15.823,9.481,9.694,396.8,2.785,1718.6,3.914,2.241,16.491,2.2,96100.0,9.0,96100.0,7.328,-49.0,948.0,599.4,3.0,7.0,-49.0,-49.6,400.0
9.487,6.397,76.0,24.0,3.852,3.299,9.655,2.0,2.052,0.05,2.16,0.062,18.4,2.114,812.8,0.765,5.548,4.43,0.028,286700.0,11.0,258000.0,11.084,-46.9,675.0,946.6,12.0,7.0,-45.57,-43.4,1.0
4.816,15.81,66.0,34.0,21.425,17.503,2.02,2.0,22.416,40.593,23.125,49.165,1836.8,25.349,638.6,39.407,15.367,1.833,21.272,72200.0,7.0,72200.0,0.2,-49.0,802.0,230.2,3.0,27.0,-49.0,-49.0,400.0
13.383,11.758,37.0,63.0,8.055,6.319,12.935,7.0,7.071,8.955,7.739,3.795,957.0,9.958,1113.2,12.048,6.54,6.849,11.285,72200.0,7.0,65000.0,0.174,-45.5,2608.0,195.6,10.0,26.0,-45.57,-45.6,1.0
6.502,9.05,39.0,61.0,11.889,12.027,10.475,25.0,16.875,10.174,12.067,14.574,685.2,10.516,453.6,8.687,12.721,9.26,10.139,195000.0,9.0,258000.0,0.07,-38.1,1358.0,73.4,5.0,18.0,-38.0,-37.6,1.0
1.93,6.303,55.0,45.0,6.226,4.877,8.213,2.0,11.954,8.765,12.561,5.691,1293.4,13.816,219.4,10.995,9.354,10.666,21.1,72200.0,7.0,72200.0,0.141,-45.2,745.0,157.4,2.0,34.0,-45.43,-45.6,1.0
42.362,14.96,59.0,41.0,15.011,15.087,0.301,26.0,14.464,2.216,18.679,14.03,445.6,21.061,2949.0,31.978,27.442,16.59,3.762,286700.0,11.0,286700.0,32.116,-29.0,1666.0,2469.0,3.0,7.0,-29.0,-29.0,800.0
10.625,20.333,62.0,38.0,18.994,15.084,26.966,8.0,15.501,23.407,8.437,20.458,905.2,10.928,961.6,8.248,6.906,7.573,17.631,96100.0,9.0,96100.0,10.7,-54.8,488.0,880.2,5.0,17.0,-56.71,-56.4,1.0
3.561,4.527,42.0,58.0,12.463,15.403,7.517,6.0,15.658,2.502,20.903,19.294,2080.2,25.347,980.2,22.771,28.333,21.389,24.937,96100.0,9.0,96100.0,0.679,-55.3,493.0,735.6,8.0,37.0,-54.29,-55.2,1.0
9.257,3.284,34.0,66.0,4.761,11.611,0.334,36.0,20.537,0.262,28.673,0.216,2033.2,38.992,176.4,49.344,29.184,19.353,38.447,286700.0,11.0,258000.0,0.153,-42.7,359.0,164.0,5.0,21.0,-43.14,-42.4,1.0
5.243,5.714,73.0,27.0,8.028,8.503,3.82,1.0,8.942,8.08,9.359,11.673,621.6,12.344,460.6,18.001,10.812,2.832,8.218,270800.0,11.0,141300.0,3.822,-41.3,945.0,347.4,10.0,12.0,-40.86,-40.8,1.0
12.785,9.19,55.0,45.0,7.459,7.206,14.615,8.0,7.999,0.171,7.466,0.157,718.8,8.844,1091.2,6.957,11.867,10.727,7.708,270800.0,11.0,286700.0,13.153,-29.0,1237.0,1078.0,8.0,19.0,-29.0,-29.0,1600.0
12.74,9.001,45.0,55.0,8.249,10.052,14.027,28.0,10.876,0.237,8.51,9.427,684.6,10.307,124.6,10.172,14.767,9.251,5.983,72200.0,7.0,72200.0,12.979,-41.3,925.0,1049.4,6.0,15.0,-41.43,-41.2,1.0
3.948,1.455,59.0,41.0,3.097,6.27,0.184,9.0,15.963,0.233,21.17,0.263,1124.8,25.494,437.2,29.228,24.731,26.525,22.522,286700.0,11.0,243700.0,3.242,-37.1,902.0,354.167,11.0,13.0,-38.86,-41.0,1.0
34.099,17.578,24.0,76.0,23.197,22.313,11.132,52.0,21.513,7.502,11.582,25.28,1016.6,17.825,1378.2,15.36,22.173,3.947,15.941,72200.0,7.0,72200.0,18.657,-41.8,456.0,1503.8,2.0,13.0,-41.71,-41.8,1.0
22.923,29.575,32.0,68.0,23.45,21.995,33.771,15.0,8.533,32.032,6.974,20.108,1380.4,7.864,1046.4,4.919,2.701,3.29,15.973,96100.0,9.0,96100.0,1.293,-53.8,608.0,272.4,3.0,43.0,-51.71,-51.8,400.0
0.276,0.353,58.0,42.0,3.307,2.993,0.249,4.0,16.425,0.535,20.537,6.764,517.333,20.203,289.0,8.874,40.62,33.258,11.115,206500.0,8.0,229400.0,0.374,-61.4,1167.0,417.2,2.0,28.0,-61.43,-61.6,800.0
22.721,33.249,58.0,42.0,25.586,21.857,34.832,24.0,30.434,42.194,25.595,21.747,331.2,16.804,1500.8,25.325,24.705,30.22,0.381,1000.0,0.0,286700.0,11.027,-44.6,197.0,944.2,10.0,7.0,-44.86,-44.4,0.0
11.793,10.498,74.0,26.0,13.939,17.422,13.014,8.0,4.535,6.688,6.209,13.649,159.6,6.005,1002.4,1.424,16.357,12.72,0.233,72200.0,7.0,65000.0,0.005,-51.1,899.0,4.4,8.0,6.0,-51.14,-51.2,400.0
7.536,10.95,51.0,49.0,11.556,14.825,12.388,12.0,5.934,12.926,5.955,10.228,616.4,4.837,147.0,1.879,5.97,9.419,6.662,270800.0,11.0,270800.0,0.023,-45.6,336.0,27.6,6.0,26.0,-45.43,-45.6,1.0
27.755,10.647,60.0,40.0,8.328,13.721,0.19,22.0,5.578,3.997,7.698,4.842,345.6,9.64,1650.8,12.309,14.886,6.072,1.726,96100.0,9.0,96100.0,0.264,-36.0,814.0,54.8,6.0,8.0,-36.86,-37.6,400.0
3.688,7.832,75.0,25.0,10.776,9.551,7.458,4.0,10.366,12.349,10.685,16.012,543.2,10.566,348.2,14.052,11.358,11.196,6.288,270800.0,11.0,258000.0,0.011,-28.1,731.0,11.2,6.0,11.0,-28.14,-28.0,1600.0
