FreeTime_2.4GHz,IntTime_2.4GHz,RxTime_2.4GHz,TxTime_2.4GHz,VendorStats.Glitch_2.4GHz,tx_Mbps-2g,rx_Mbps-2g,tx_err_ps-2g,tx_ber-2g,rx_pps-2g,tx_pps-2g,tx_Mbps_lag1-2g,rx_Mbps_lag1-2g,tx_Mbps_lag2-2g,rx_Mbps_lag2-2g,Noise_lag2-2g,tx_Mbps_lag3-2g,rx_Mbps_lag3-2g,Noise_lag3-2g,tx_Mbps_avg3-2g,rx_Mbps_avg3-2g,Noise_avg3-2g,tx_Mbps_avg5-2g,rx_Mbps_avg5-2g,Noise_avg5-2g,tx_Mbps_avg7-2g,rx_Mbps_avg7-2g,Noise_avg7-2g,DownlinkMCS,DownlinkShortGuard,Inactive,Noise,SignalNoiseRatio,LastDataDownlinkRate,LastDataUplinkRate,UplinkMCS,UplinkShortGuard,tx_Mbps,rx_Mbps,rx_pps,tx_err_ps,SignalStrength_avg7,SignalStrength_avg10
21.0,9.0,53.0,18.0,232.0,15.21,26.96,0.0,0.0,1561.2,1175.2,17.536,12.584,5.013,11.485,-96.0,10.913,0.182,-96.0,12.586,17.01,-94.67,12.855,11.375,-94.8,14.15,10.989,-95.14,7.0,1.0,0.0,-94.0,56.0,72200.0,72200.0,7.0,1.0,0.115,10.24,833.8,0.0,-37.71,-37.8
73.0,14.0,1.0,13.0,760.0,15.285,0.088,2.6,1.701014066077854e-07,98.6,654.4,1.183,15.731,0.143,18.338,-84.0,0.101,6.728,-85.0,5.537,11.386,-84.0,3.344,8.327,-84.6,2.419,9.231,-84.43,10.0,1.0,0.0,-84.0,45.0,258000.0,258000.0,10.0,1.0,15.224,0.089,99.4,5.0,-39.0,-39.0
72.0,15.0,1.0,12.0,976.0,16.847,0.104,0.0,0.0,115.6,725.6,7.372,0.06,7.625,0.076,-81.0,5.304,0.062,-81.0,10.615,0.08,-81.33,8.545,0.073,-81.2,6.131,5.776,-81.43,11.0,1.0,0.0,-82.0,33.0,286700.0,243700.0,10.0,1.0,17.016,0.105,116.4,0.0,-48.57,-48.4
11.0,14.0,26.0,50.0,1143.0,41.685,16.416,0.0,0.0,1250.0,3173.8,59.5,12.858,7.104,41.917,-88.0,7.092,61.599,-88.0,36.096,23.73,-90.0,24.013,38.604,-89.2,20.612,41.322,-88.86,7.0,1.0,0.0,-91.0,43.0,65000.0,43300.0,4.0,1.0,0.033,14.995,1213.8,0.0,-45.57,-45.5
30.0,10.0,3.0,58.0,638.0,39.487,0.942,0.0,0.0,834.4,3109.4,35.969,4.009,46.85,7.382,-89.0,22.599,11.631,-90.0,40.769,4.111,-90.67,30.369,8.021,-90.8,27.207,8.375,-90.86,7.0,1.0,0.0,-93.0,51.0,72200.0,72200.0,7.0,1.0,11.72,0.168,191.8,0.0,-42.14,-42.1
53.0,14.0,2.0,31.0,488.0,17.508,12.95,0.0,0.0,1072.8,1482.8,23.86,13.515,27.725,20.854,-93.0,23.015,30.953,-95.0,23.031,15.773,-95.0,21.464,21.046,-94.8,18.552,18.472,-94.86,9.0,1.0,0.0,-97.0,45.0,96100.0,96100.0,9.0,1.0,14.696,0.335,342.2,0.0,-49.0,-49.6
57.0,11.0,3.0,29.0,1152.0,18.677,2.125,0.0,0.0,204.0,1340.2,17.307,18.02,15.654,18.447,-96.0,25.559,20.435,-96.0,17.213,12.864,-95.33,18.607,18.741,-95.6,13.392,23.758,-95.71,11.0,1.0,0.0,-95.0,49.0,270800.0,286700.0,11.0,1.0,5.462,0.05,55.4,0.0,-46.29,-46.1
67.0,13.0,17.0,5.0,1398.0,0.084,18.349,0.0,0.0,1582.6,48.0,0.15,18.305,0.062,17.963,-90.0,0.133,16.36,-91.0,0.099,18.206,-90.67,0.095,16.411,-90.8,0.098,17.097,-90.71,10.0,1.0,0.0,-92.0,27.0,243700.0,206500.0,8.0,1.0,0.076,18.985,1340.6,0.0,-63.57,-63.3
30.0,14.0,18.0,38.0,875.0,21.801,14.006,2.0,9.173891105912573e-08,685.8,1649.8,15.474,20.072,11.416,16.978,-86.0,8.362,6.086,-85.0,16.23,17.019,-87.0,14.424,13.813,-86.2,14.005,11.95,-86.0,8.0,1.0,0.0,-88.0,39.0,86700.0,96100.0,9.0,1.0,10.026,0.174,170.6,0.0,-46.71,-46.7
73.0,7.0,2.0,19.0,739.0,13.832,0.164,1.2,8.675534991324465e-08,82.8,855.8,11.283,0.146,7.914,0.087,-91.0,4.952,2.133,-93.0,11.01,0.132,-90.33,7.644,3.421,-91.0,5.502,5.17,-90.86,9.0,1.0,0.0,-90.0,57.0,229400.0,286700.0,11.0,1.0,9.513,0.086,95.25,1.5,-33.43,-32.8
54.0,8.0,16.0,22.0,807.0,19.064,14.193,0.6,3.147293327738145e-08,688.4,1674.0,15.708,8.889,9.166,11.399,-90.0,3.455,7.941,-89.0,14.646,11.494,-90.0,10.619,10.121,-90.0,13.826,8.722,-90.29,10.0,800.0,0.0,-90.0,40.0,258000.0,286700.0,11.0,800.0,0.541,5.041,408.8,0.2,-49.71,-50.0
70.0,16.0,9.0,5.0,877.0,0.145,8.041,0.0,0.0,675.2,84.2,0.115,5.306,7.989,3.932,-85.0,9.979,0.095,-85.0,2.75,5.76,-85.33,4.774,3.487,-85.2,5.389,2.511,-84.86,11.0,1.0,0.0,-86.0,56.0,286700.0,243700.0,10.0,1.0,0.145,8.225,688.2,0.0,-30.0,-30.1
88.0,8.0,1.0,4.0,897.0,0.962,0.031,0.0,0.0,28.8,57.0,3.217,3.602,18.128,0.27,-93.0,12.096,2.039,-94.0,7.436,1.301,-93.0,6.921,5.119,-93.4,8.864,6.14,-93.29,7.0,400.0,1.0,-93.0,43.0,72200.0,72200.0,7.0,400.0,0.066,0.005,4.6,0.0,-50.43,-50.5
60.0,19.0,2.0,19.0,651.0,33.496,0.162,0.0,0.0,179.6,1405.8,23.323,0.128,8.215,0.066,-86.0,8.809,0.068,-86.0,21.678,0.119,-87.0,17.298,0.101,-85.8,13.333,2.139,-85.71,11.0,1.0,0.0,-87.0,55.0,286700.0,286700.0,11.0,1.0,27.977,0.15,163.2,0.0,-32.57,-32.5
69.0,10.0,15.0,5.0,3128.0,0.323,17.246,0.0,0.0,993.4,259.6,16.727,2.851,18.398,0.228,-91.0,0.997,24.451,-92.0,11.816,6.775,-91.67,7.442,13.341,-91.6,8.309,13.1,-91.43,7.0,400.0,1.0,-92.0,28.0,72200.0,72200.0,7.0,400.0,0.212,5.897,481.2,0.0,-64.0,-64.0
81.0,9.0,1.0,9.0,1104.0,7.632,0.064,2.2,2.8825995807127885e-07,70.6,334.2,4.626,0.05,0.007,0.007,-91.0,1.61,4.267,-91.0,4.088,0.04,-91.67,3.697,0.886,-91.4,5.391,0.651,-91.29,10.0,800.0,0.0,-92.0,62.0,258000.0,219300.0,10.0,3200.0,6.347,0.054,59.5,0.0,-31.14,-30.8
64.0,12.0,2.0,22.0,220.0,12.77,0.202,0.0,0.0,128.2,922.2,16.631,0.206,17.827,0.203,-94.0,4.109,18.432,-95.0,15.743,0.204,-94.33,10.38,8.293,-94.4,8.054,12.748,-94.43,7.0,1.0,0.0,-95.0,47.0,72200.0,72200.0,7.0,1.0,5.369,0.093,103.8,0.0,-48.0,-48.6
8.0,9.0,3.0,79.0,211.0,55.525,18.066,7.4,1.3327330031517334e-07,843.2,2524.4,0.173,32.968,7.573,21.485,-84.0,16.514,0.216,-85.0,21.09,24.173,-84.33,18.774,16.194,-84.6,18.038,18.417,-84.57,9.0,1.0,0.0,-84.0,51.0,229400.0,286700.0,11.0,1.0,55.605,4.656,619.0,7.4,-33.29,-33.5
47.0,12.0,14.0,28.0,259.0,15.208,17.863,0.0,0.0,1389.8,1322.4,15.354,23.703,18.996,13.351,-95.0,10.474,28.324,-96.0,16.519,18.306,-94.33,12.716,26.371,-95.0,12.049,28.856,-95.14,11.0,1.0,0.0,-94.0,47.0,286700.0,1000.0,0.0,0.0,0.042,12.786,1076.4,0.0,-46.29,-46.4
4.0,22.0,44.0,29.0,809.0,18.978,67.313,8.75,4.610601749394035e-07,5571.5,1805.5,5.001,29.406,3.602,79.736,-87.0,49.055,0.416,-86.0,9.194,58.818,-85.33,25.87,35.465,-85.6,31.651,25.446,-85.71,11.0,1.0,0.0,-84.0,36.0,286700.0,34400.0,1.0,1.0,2.456,55.065,4157.0,0.0,-48.29,-48.2
10.0,12.0,3.0,75.0,920.0,49.879,0.453,0.0,0.0,83.0,3563.8,41.064,0.396,31.67,0.33,-87.0,22.201,8.687,-88.0,40.871,0.393,-87.33,29.87,9.855,-87.0,22.469,14.947,-86.86,7.0,1.0,0.0,-88.0,56.0,172000.0,172000.0,7.0,1.0,12.003,0.071,78.2,0.0,-31.86,-31.9
45.0,10.0,14.0,32.0,328.0,17.071,40.807,0.0,0.0,3644.6,1249.6,4.366,63.435,2.053,29.162,-95.0,0.37,16.664,-95.0,7.83,44.468,-95.0,5.076,32.042,-95.0,5.102,26.936,-95.0,9.0,1.0,0.0,-95.0,40.0,96100.0,96100.0,9.0,1.0,9.97,30.413,2790.8,0.0,-50.43,-51.1
69.0,9.0,2.0,22.0,402.0,10.132,3.99,0.0,0.0,446.0,865.6,6.447,19.854,8.594,29.096,-87.0,16.122,45.341,-88.0,8.391,17.647,-87.67,11.782,26.462,-87.8,12.538,20.431,-87.86,7.0,1.0,0.0,-88.0,45.0,72200.0,72200.0,7.0,1.0,3.976,0.065,73.6,0.0,-43.57,-43.7
50.0,12.0,21.0,17.0,774.0,28.004,6.427,25.6,9.141551206970433e-07,319.2,1425.6,17.9,10.976,13.886,11.837,-88.0,6.083,18.52,-91.0,19.93,9.747,-87.67,14.136,13.664,-89.2,10.924,15.785,-89.57,11.0,1.0,0.0,-88.0,51.0,286700.0,286700.0,11.0,1.0,2.275,7.151,575.333,2.5,-37.0,-36.9
60.0,11.0,20.0,10.0,1255.0,5.85,8.612,0.0,0.0,584.8,652.8,30.615,2.566,52.571,7.184,-96.0,19.951,27.639,-95.0,29.679,6.121,-95.67,22.081,16.496,-95.4,16.943,27.28,-95.29,9.0,1.0,0.0,-95.0,44.0,96100.0,96100.0,9.0,1.0,1.204,5.978,514.2,0.0,-53.43,-54.0
11.0,5.0,69.0,16.0,166.0,14.338,60.936,0.0,0.0,5020.6,1064.2,7.99,50.56,5.276,54.602,-87.0,22.571,39.301,-88.0,9.201,55.366,-87.0,21.97,42.856,-87.4,24.233,34.6,-87.57,11.0,1.0,0.0,-87.0,56.0,286700.0,270800.0,11.0,1.0,8.527,0.068,75.667,0.0,-30.86,-30.8
41.0,11.0,21.0,26.0,790.0,11.622,11.722,0.2,1.720874204095681e-08,969.8,1103.0,9.057,10.161,8.219,15.059,-93.0,7.855,17.006,-94.0,9.633,12.314,-93.33,12.016,11.476,-93.6,12.558,10.333,-93.71,9.0,400.0,0.0,-94.0,37.0,96100.0,96100.0,9.0,400.0,0.227,8.245,680.8,0.2,-57.43,-57.2
56.0,8.0,27.0,10.0,422.0,5.184,11.721,1.6,3.08641975308642e-07,78.0,557.0,1.735,41.379,0.551,54.909,-96.0,6.729,30.489,-96.0,2.49,36.003,-95.67,5.348,30.051,-95.4,7.54,22.413,-95.29,7.0,1.0,0.0,-96.0,56.0,72200.0,72200.0,7.0,1.0,0.236,12.301,995.6,0.0,-39.29,-39.2
63.0,14.0,17.0,7.0,807.0,2.174,11.649,0.0,0.0,585.667,285.5,3.395,8.397,7.392,14.496,-84.0,6.982,23.911,-85.0,4.32,11.514,-85.0,7.037,15.744,-85.0,7.154,15.243,-85.14,7.0,1.0,0.0,-86.0,43.0,72200.0,72200.0,7.0,1.0,0.04,6.0,485.6,0.0,-43.43,-43.8
68.0,19.0,9.0,4.0,955.0,0.045,20.514,0.0,0.0,1762.4,31.0,4.787,13.381,12.368,0.115,-84.0,5.895,8.976,-82.0,5.733,11.337,-85.0,4.637,12.719,-84.2,5.33,10.922,-84.14,11.0,1.0,0.0,-86.0,54.0,286700.0,258000.0,10.0,1.0,0.045,20.731,1535.8,0.0,-30.86,-30.9
52.0,14.0,24.0,11.0,238.0,8.652,14.138,0.0,0.0,86.6,463.6,15.194,11.69,27.569,0.23,-85.0,19.075,5.147,-86.0,17.138,8.686,-85.67,16.881,8.907,-86.2,12.85,8.353,-86.14,9.0,1.0,0.0,-86.0,54.0,229400.0,286700.0,11.0,1.0,8.67,0.074,81.8,0.0,-31.57,-31.5
73.0,7.0,14.0,6.0,611.0,0.102,22.657,3.4,3.3333333333333335e-05,1065.2,76.6,1.562,21.235,6.103,12.241,-86.0,11.04,12.287,-91.0,2.589,18.711,-86.33,13.275,13.756,-87.6,18.592,12.962,-88.57,7.0,1.0,0.0,-87.0,42.0,72200.0,72200.0,7.0,1.0,0.065,11.341,916.4,0.4,-44.86,-45.2
84.0,13.0,1.0,5.0,263.0,0.232,14.806,0.0,0.0,806.8,186.2,0.36,22.119,0.423,24.251,-95.0,0.35,21.641,-96.0,0.338,20.392,-94.67,0.354,21.849,-95.2,1.896,18.364,-95.43,9.0,1.0,0.0,-96.0,53.0,96100.0,24000.0,0.0,0.0,0.121,3.524,305.6,0.0,-48.14,-48.9
69.0,19.0,1.0,12.0,1300.0,11.845,0.072,0.0,0.0,77.8,512.2,4.7,11.74,1.806,11.504,-87.0,6.387,6.132,-87.0,6.117,7.772,-87.0,6.736,5.911,-87.4,6.635,8.783,-87.29,7.0,1.0,0.0,-87.0,55.0,172000.0,286700.0,11.0,1.0,11.954,0.067,74.6,0.0,-31.71,-31.6
65.0,9.0,9.0,18.0,288.0,24.628,4.018,0.0,0.0,420.8,1345.0,27.1,0.203,11.739,10.069,-84.0,10.875,14.727,-83.0,21.156,4.763,-84.0,21.37,6.317,-84.0,20.991,7.191,-84.0,7.0,1.0,0.0,-84.0,34.0,72200.0,72200.0,7.0,1.0,5.366,0.1,109.6,0.0,-50.0,-50.0
32.0,14.0,3.0,52.0,667.0,38.709,0.683,0.0,0.0,487.0,2831.2,42.055,0.54,36.263,0.474,-96.0,5.866,10.643,-96.0,39.009,0.566,-95.33,26.127,5.65,-95.4,21.369,14.037,-95.43,7.0,1.0,0.0,-95.0,47.0,72200.0,72200.0,7.0,1.0,19.179,0.241,272.0,0.0,-48.0,-48.0
51.0,22.0,3.0,25.0,1510.0,10.566,0.168,0.0,0.0,29.2,816.2,11.358,0.166,10.928,9.595,-86.0,12.672,11.008,-86.0,10.951,3.31,-85.67,10.768,6.588,-85.6,10.519,7.587,-85.57,10.0,1.0,0.0,-85.0,46.0,258000.0,219300.0,10.0,1.0,2.185,0.045,46.25,0.0,-38.57,-38.9
60.0,11.0,26.0,6.0,407.0,0.522,23.746,0.0,0.0,1485.8,425.8,6.382,18.809,8.275,19.61,-88.0,1.718,29.437,-88.0,5.06,20.722,-87.67,3.481,25.982,-87.8,2.855,21.276,-87.86,7.0,1.0,0.0,-88.0,42.0,72200.0,72200.0,7.0,1.0,0.033,7.402,601.4,0.0,-46.0,-46.0
10.0,8.0,27.0,56.0,151.0,9.484,58.339,0.0,0.0,4784.0,1047.2,0.58,58.579,15.472,7.567,-92.0,14.71,6.626,-91.0,8.512,41.495,-92.67,9.298,29.73,-92.2,9.52,26.55,-92.57,11.0,1.0,0.0,-93.0,59.0,286700.0,286700.0,11.0,1.0,0.056,41.628,3524.0,1.2,-33.29,-33.2
51.0,9.0,32.0,8.0,568.0,0.39,52.616,0.0,0.0,4113.6,324.2,0.578,62.848,17.698,13.036,-88.0,18.598,16.368,-87.0,6.222,42.833,-87.67,13.717,29.528,-88.0,18.76,21.248,-87.71,11.0,1.0,0.0,-87.0,49.0,286700.0,243700.0,10.0,1.0,0.07,41.768,3142.6,0.0,-36.86,-36.9
76.0,13.0,1.0,11.0,1423.0,7.806,0.074,4.8,6.149116064565718e-07,82.8,343.6,4.048,3.657,0.093,13.109,-91.0,4.53,11.08,-92.0,3.982,5.613,-90.67,5.659,5.604,-91.0,9.772,4.037,-91.0,9.0,1.0,0.0,-91.0,27.0,229400.0,141300.0,6.0,1.0,7.891,0.075,83.8,4.8,-64.14,-64.2
4.0,11.0,1.0,85.0,276.0,36.911,9.138,11.6,3.142694589688711e-07,57.8,3013.2,10.618,54.427,15.093,38.527,-91.0,35.885,7.538,-91.0,20.874,34.031,-90.0,25.567,25.712,-90.6,19.012,31.95,-90.71,7.0,1.0,0.0,-88.0,51.0,72200.0,72200.0,7.0,1.0,14.245,32.325,2731.8,0.0,-37.43,-37.4
85.0,9.0,1.0,7.0,956.0,6.282,0.053,0.0,0.0,58.2,275.2,4.561,0.048,3.166,0.03,-91.0,1.65,0.032,-91.0,4.67,0.044,-91.67,3.139,0.755,-91.6,5.196,1.093,-91.71,11.0,800.0,0.0,-92.0,41.0,286700.0,286700.0,11.0,800.0,6.365,0.052,58.0,0.0,-50.29,-50.4
82.0,14.0,1.0,5.0,375.0,2.054,0.03,0.0,0.0,28.0,100.0,3.115,0.028,5.859,0.064,-88.0,17.72,0.086,-89.0,3.676,0.041,-87.67,9.493,0.062,-88.0,13.446,0.331,-88.0,11.0,1.0,0.0,-88.0,55.0,286700.0,286700.0,11.0,1.0,1.914,0.019,20.6,0.0,-32.71,-32.8
64.0,12.0,2.0,22.0,1548.0,17.324,2.242,3.6,2.0780420226275686e-07,302.6,983.2,3.481,20.648,1.143,24.791,-91.0,6.028,5.725,-89.0,7.316,15.894,-91.33,7.182,10.878,-90.6,6.455,9.572,-90.43,9.0,400.0,0.0,-92.0,54.0,96100.0,96100.0,9.0,400.0,1.207,0.055,58.6,2.4,-33.71,-36.5
34.0,17.0,3.0,46.0,608.0,38.57,0.343,0.0,0.0,132.2,2271.6,29.449,1.613,15.291,13.497,-84.0,15.745,9.735,-84.0,27.77,5.151,-85.0,24.0,5.068,-84.8,20.406,3.656,-84.86,9.0,1.0,0.0,-87.0,54.0,229400.0,286700.0,11.0,1.0,22.522,0.12,132.8,0.0,-36.0,-35.4
59.0,14.0,16.0,12.0,297.0,4.215,9.172,0.0,0.0,76.0,370.4,18.801,0.494,21.636,0.194,-84.0,12.303,10.221,-84.0,14.884,3.287,-85.0,14.129,6.453,-84.6,10.471,8.879,-84.57,7.0,1.0,1.0,-85.0,36.0,72200.0,72200.0,7.0,1.0,0.188,7.882,653.8,0.0,-49.14,-49.3
51.0,26.0,6.0,17.0,1464.0,10.07,8.118,2.4,2.3833167825223436e-07,763.8,880.4,27.013,8.693,21.707,6.62,-92.0,11.977,17.071,-93.0,19.597,7.81,-91.33,17.661,10.443,-92.0,24.794,8.12,-92.29,7.0,400.0,0.0,-90.0,40.0,72200.0,72200.0,7.0,400.0,7.543,0.107,121.8,2.4,-50.0,-50.2
78.0,18.0,0.0,4.0,1274.0,0.085,5.287,0.0,0.0,440.8,52.4,5.095,3.062,7.729,0.073,-85.0,2.436,0.037,-84.0,4.303,2.807,-83.67,3.423,1.696,-83.8,6.169,1.236,-83.71,11.0,1.0,2.0,-85.0,37.0,286700.0,286700.0,11.0,1.0,0.085,5.324,440.8,0.0,-48.14,-48.1
46.0,9.0,2.0,42.0,416.0,22.696,11.299,0.0,0.0,1000.2,1899.4,10.046,27.764,4.715,30.705,-95.0,13.067,23.451,-95.0,12.486,23.256,-94.33,13.41,21.587,-94.6,11.626,24.386,-94.86,11.0,1.0,0.0,-95.0,45.0,286700.0,286700.0,11.0,1.0,2.123,0.039,44.4,0.0,-47.71,-47.0
48.0,10.0,5.0,37.0,1176.0,20.88,7.553,2.4,1.1494252873563217e-07,784.6,1741.0,7.648,15.791,8.587,16.673,-93.0,15.473,5.31,-95.0,12.372,13.339,-93.0,14.028,9.119,-93.6,18.871,7.44,-93.29,11.0,1600.0,0.0,-94.0,42.0,270800.0,1000.0,0.0,0.0,0.061,7.254,613.0,0.0,-51.71,-51.5
82.0,12.0,1.0,8.0,701.0,5.533,0.054,1.2,2.1688053497198627e-07,61.6,246.6,4.09,4.302,0.032,9.375,-85.0,4.105,11.688,-85.0,3.218,4.577,-84.67,6.613,5.107,-85.0,9.082,3.677,-85.0,10.0,1.0,0.0,-84.0,45.0,258000.0,286700.0,11.0,1.0,5.506,0.055,61.4,1.2,-39.0,-39.0
59.0,7.0,25.0,10.0,247.0,5.501,4.59,0.0,0.0,439.0,324.0,8.319,21.852,14.896,17.914,-96.0,4.765,18.195,-96.0,9.572,14.785,-96.0,6.746,17.199,-96.0,5.033,17.458,-95.71,9.0,1.0,2.0,-96.0,35.0,96100.0,96100.0,9.0,1.0,4.041,3.415,341.4,0.0,-57.14,-58.9
61.0,8.0,17.0,15.0,1556.0,21.117,6.936,0.0,0.0,129.0,1195.4,25.205,0.245,11.79,9.466,-91.0,3.349,22.757,-91.0,19.371,5.549,-90.67,13.44,10.699,-90.8,11.615,9.847,-91.0,7.0,400.0,0.0,-90.0,27.0,72200.0,72200.0,7.0,400.0,5.822,5.065,506.4,0.0,-63.0,-63.1
3.0,6.0,82.0,10.0,150.0,26.46,34.294,0.0,0.0,321.2,2005.6,66.477,0.583,31.289,5.607,-95.0,0.644,9.03,-96.0,41.409,13.495,-95.0,25.033,14.783,-95.4,18.917,15.359,-95.57,9.0,1.0,0.0,-96.0,43.0,96100.0,96100.0,9.0,1.0,2.69,0.062,62.75,0.0,-54.57,-55.5
55.0,8.0,22.0,16.0,659.0,6.946,27.816,0.0,0.0,1398.2,851.8,10.68,10.201,9.351,16.473,-91.0,0.145,7.241,-91.0,8.992,18.163,-91.67,5.957,14.648,-91.4,9.981,10.828,-91.43,9.0,400.0,0.0,-92.0,40.0,96100.0,96100.0,9.0,400.0,4.434,4.343,446.0,0.0,-49.14,-48.7
67.0,9.0,17.0,9.0,594.0,6.65,10.055,0.0,0.0,203.2,564.2,16.261,3.872,15.739,7.405,-88.0,0.955,21.961,-87.0,12.883,7.111,-86.67,8.404,13.599,-86.8,7.033,13.1,-86.57,10.0,1.0,0.0,-86.0,50.0,258000.0,286700.0,11.0,1.0,6.544,0.063,69.2,0.0,-36.0,-35.9
18.0,9.0,50.0,24.0,266.0,15.48,33.874,0.0,0.0,977.2,1409.2,13.05,35.044,12.904,11.345,-94.0,12.33,8.862,-95.0,13.811,26.754,-95.0,16.595,19.619,-95.0,15.371,18.527,-95.43,9.0,1.0,0.0,-96.0,46.0,96100.0,96100.0,9.0,1.0,14.651,0.19,170.4,0.0,-49.57,-49.2
51.0,9.0,21.0,19.0,673.0,6.659,21.036,0.0,0.0,1349.0,608.0,0.911,25.724,2.847,5.973,-86.0,3.774,2.643,-87.0,3.472,17.578,-86.0,4.646,11.099,-86.2,5.287,9.726,-86.43,9.0,1.0,0.0,-86.0,29.0,96100.0,96100.0,9.0,1.0,7.634,0.222,194.0,0.0,-56.43,-56.0
18.0,11.0,2.0,70.0,404.0,55.199,0.664,0.0,0.0,343.0,4120.4,14.82,38.266,2.653,52.286,-88.0,25.902,25.422,-88.0,24.224,30.405,-88.0,25.807,28.582,-88.0,18.629,39.388,-87.86,11.0,1.0,0.0,-88.0,57.0,286700.0,270800.0,11.0,1.0,7.28,0.048,47.0,0.0,-31.14,-30.8
60.0,25.0,1.0,12.0,1276.0,8.961,0.094,1.2,1.3391362571141612e-07,97.2,398.4,0.041,10.446,0.103,13.833,-88.0,0.045,14.078,-86.0,3.035,8.124,-87.67,1.864,11.263,-87.2,1.357,9.407,-87.43,11.0,1.0,0.0,-87.0,57.0,286700.0,286700.0,11.0,1.0,9.503,0.102,105.0,1.2,-30.43,-30.5
30.0,17.0,3.0,48.0,1699.0,16.985,4.218,0.0,0.0,300.4,1422.0,12.374,4.876,9.676,12.171,-89.0,8.222,18.269,-91.0,13.012,7.088,-89.67,11.72,10.568,-90.2,9.924,18.277,-89.71,7.0,1.0,0.0,-90.0,36.0,65000.0,86700.0,8.0,1.0,15.252,0.386,363.2,0.0,-55.29,-55.1
4.0,8.0,56.0,34.0,224.0,24.527,35.04,0.0,0.0,385.0,2375.6,27.475,25.342,20.123,5.578,-91.0,18.192,6.035,-92.0,24.042,21.987,-91.0,25.927,14.536,-91.2,30.905,10.617,-91.29,7.0,400.0,0.0,-91.0,40.0,72200.0,72200.0,7.0,400.0,0.912,34.52,2787.8,0.0,-51.0,-50.9
63.0,12.0,2.0,23.0,2788.0,12.87,0.192,0.0,0.0,33.0,975.8,4.479,17.573,0.216,42.518,-91.0,14.293,20.665,-91.0,5.855,20.094,-91.0,11.933,16.828,-91.0,20.304,15.011,-91.0,7.0,400.0,0.0,-91.0,27.0,72200.0,72200.0,7.0,400.0,10.716,0.163,187.4,0.0,-63.86,-63.9
47.0,39.0,6.0,7.0,2002.0,0.902,13.844,0.0,0.0,1107.2,138.4,1.626,19.133,4.723,17.739,-91.0,5.475,13.089,-92.0,2.417,16.905,-91.33,4.134,13.395,-91.4,4.311,10.87,-91.57,7.0,800.0,1.0,-92.0,41.0,65000.0,72200.0,7.0,400.0,0.034,1.012,85.833,0.0,-51.86,-52.4
61.0,15.0,8.0,17.0,413.0,22.425,9.816,6.2,2.764771460423634e-07,142.8,1027.8,7.929,13.54,8.255,16.834,-87.0,0.322,45.082,-88.0,12.87,13.397,-86.67,9.088,22.895,-87.2,9.467,17.614,-87.29,9.0,1.0,0.0,-86.0,42.0,229400.0,286700.0,11.0,1.0,20.579,0.128,145.4,6.8,-40.43,-40.7
42.0,8.0,3.0,47.0,935.0,25.859,4.009,0.0,0.0,504.2,2097.0,21.896,16.516,12.763,19.038,-94.0,13.811,17.57,-92.0,20.173,13.188,-94.0,17.318,13.89,-93.4,15.888,11.911,-92.86,11.0,800.0,0.0,-94.0,45.0,286700.0,1000.0,0.0,0.0,0.655,3.115,281.6,0.0,-49.29,-49.1
64.0,13.0,19.0,6.0,233.0,1.972,48.993,0.0,0.0,3729.8,628.8,0.372,59.243,6.471,58.907,-96.0,53.569,18.737,-96.0,2.938,55.714,-95.33,22.47,38.481,-95.4,29.735,28.666,-95.0,7.0,1.0,0.0,-95.0,57.0,72200.0,72200.0,7.0,1.0,0.244,4.86,400.8,0.0,-37.86,-37.9
32.0,5.0,11.0,52.0,586.0,6.76,8.049,0.0,0.0,314.2,649.4,10.044,6.979,16.522,12.955,-93.0,20.542,7.409,-92.0,11.109,9.328,-92.67,17.388,8.22,-92.4,17.569,8.525,-92.57,11.0,800.0,0.0,-93.0,44.0,286700.0,1000.0,0.0,0.0,0.007,0.007,7.2,0.0,-47.57,-48.4
68.0,17.0,1.0,13.0,469.0,6.06,5.335,0.0,0.0,543.8,563.2,12.667,7.456,20.099,4.576,-97.0,27.512,5.169,-96.0,12.942,5.789,-96.67,16.527,4.616,-96.4,15.676,3.976,-96.14,7.0,1.0,0.0,-96.0,58.0,72200.0,72200.0,7.0,1.0,1.994,0.033,37.0,0.0,-39.71,-39.4
36.0,9.0,5.0,49.0,572.0,33.276,12.214,0.0,0.0,1647.0,2774.2,16.823,11.594,3.995,23.157,-95.0,10.48,16.648,-95.0,18.031,15.655,-95.33,17.595,14.567,-95.0,21.375,14.268,-95.0,7.0,1.0,0.0,-96.0,48.0,72200.0,72200.0,7.0,1.0,7.842,0.125,138.0,0.0,-49.14,-49.3
15.0,7.0,72.0,8.0,268.0,0.214,47.746,0.0,0.0,12.4,197.0,12.244,18.178,14.721,11.869,-89.0,22.43,14.955,-92.0,9.06,25.931,-89.33,14.949,21.386,-90.4,19.768,15.946,-90.57,7.0,1.0,0.0,-90.0,38.0,72200.0,72200.0,7.0,1.0,0.141,48.496,3905.0,0.0,-52.57,-52.6
