FreeTime_2.4GHz,IntTime_2.4GHz,RxTime_2.4GHz,TxTime_2.4GHz,VendorStats.Glitch_2.4GHz,tx_Mbps-2g,rx_Mbps-2g,tx_err_ps-2g,tx_ber-2g,rx_pps-2g,tx_pps-2g,tx_Mbps_lag1-2g,rx_Mbps_lag1-2g,tx_Mbps_lag2-2g,rx_Mbps_lag2-2g,Noise_lag2-2g,tx_Mbps_lag3-2g,rx_Mbps_lag3-2g,Noise_lag3-2g,tx_Mbps_avg3-2g,rx_Mbps_avg3-2g,Noise_avg3-2g,tx_Mbps_avg5-2g,rx_Mbps_avg5-2g,Noise_avg5-2g,tx_Mbps_avg7-2g,rx_Mbps_avg7-2g,Noise_avg7-2g,DownlinkMCS,DownlinkShortGuard,Inactive,Noise,SignalNoiseRatio,LastDataDownlinkRate,LastDataUplinkRate,UplinkMCS,UplinkShortGuard,tx_Mbps,rx_Mbps,rx_pps,tx_err_ps,SignalStrength_avg7,SignalStrength_avg10
81.0,9.0,9.0,4.0,663.0,0.051,20.474,0.0,0.0,1761.0,33.8,0.098,8.367,0.057,4.249,-86.0,0.1,20.248,-86.0,0.069,11.03,-85.0,0.077,14.74,-85.2,0.078,16.411,-85.14,11.0,1.0,0.0,-85.0,45.0,286700.0,286700.0,11.0,1.0,0.058,22.016,1588.8,0.0,-39.43,-39.4
48.0,13.0,13.0,26.0,1104.0,6.907,19.168,0.0,0.0,1604.4,726.2,8.818,25.339,24.705,14.226,-86.0,30.358,12.203,-87.0,13.477,19.578,-87.0,27.762,14.29,-87.4,35.861,10.31,-87.57,5.0,1.0,0.0,-88.0,47.0,129900.0,258000.0,10.0,1.0,0.057,8.048,615.6,0.0,-40.0,-40.5
39.0,10.0,5.0,46.0,795.0,24.948,8.748,0.0,0.0,822.4,2036.4,20.735,5.48,15.28,3.734,-92.0,3.742,22.998,-92.0,20.321,5.987,-92.0,13.068,12.623,-92.0,19.37,11.388,-92.14,11.0,800.0,0.0,-92.0,47.0,286700.0,1000.0,0.0,0.0,0.038,8.642,693.8,0.0,-46.43,-46.5
7.0,9.0,30.0,57.0,307.0,45.303,19.028,0.0,0.0,1002.2,3518.4,62.813,0.647,61.42,0.928,-95.0,68.397,0.674,-95.0,56.512,6.868,-95.33,61.091,4.634,-95.4,60.801,6.439,-95.29,11.0,1.0,0.0,-95.0,51.0,286700.0,286700.0,11.0,1.0,9.157,0.067,68.6,0.0,-44.29,-43.9
57.0,14.0,2.0,28.0,266.0,18.886,0.181,0.0,0.0,86.8,1070.2,2.708,1.047,3.082,4.969,-91.0,6.432,9.517,-91.0,8.225,2.066,-91.0,7.506,5.099,-91.2,7.93,7.291,-90.86,7.0,1.0,0.0,-91.0,49.0,72200.0,72200.0,7.0,1.0,5.541,0.102,116.0,0.0,-42.14,-42.2
44.0,12.0,16.0,28.0,933.0,22.603,11.962,2.6,1.150289784541875e-07,230.6,1346.0,19.54,12.915,31.207,0.364,-87.0,30.441,2.334,-87.0,24.45,8.414,-87.0,22.106,9.766,-86.6,15.869,13.188,-86.29,7.0,1.0,0.0,-86.0,41.0,72200.0,72200.0,7.0,1.0,0.092,13.054,1055.8,0.0,-45.43,-45.4
37.0,11.0,3.0,49.0,922.0,57.89,3.896,0.0,0.0,507.4,2982.8,5.437,37.831,2.496,42.35,-87.0,6.016,37.263,-87.0,21.941,28.026,-87.33,15.767,34.066,-87.2,11.382,32.85,-87.0,9.0,1.0,0.0,-88.0,34.0,96100.0,96100.0,9.0,1.0,8.365,1.064,323.2,0.0,-54.14,-53.7
58.0,15.0,22.0,6.0,474.0,0.421,14.114,0.0,0.0,818.6,126.8,0.317,22.011,0.075,6.101,-87.0,0.245,11.674,-87.0,0.271,14.075,-87.0,4.857,11.544,-87.0,8.675,9.549,-87.0,7.0,1.0,1.0,-87.0,55.0,172000.0,243700.0,10.0,1.0,0.05,10.432,844.6,0.0,-31.86,-31.8
40.0,10.0,21.0,31.0,192.0,37.485,8.017,0.0,0.0,825.2,1756.4,31.569,10.411,1.331,29.244,-94.0,9.674,26.934,-96.0,23.462,15.891,-94.67,24.961,15.499,-95.2,31.984,13.708,-95.43,9.0,1.0,0.0,-96.0,56.0,96100.0,1000.0,0.0,0.0,0.243,8.46,690.2,0.0,-48.14,-48.8
29.0,14.0,46.0,11.0,676.0,4.932,30.862,0.0,0.0,323.4,386.0,3.736,34.398,11.973,44.219,-88.0,21.749,35.001,-88.0,6.88,36.493,-86.33,10.341,38.518,-86.8,15.965,33.423,-86.71,7.0,1.0,0.0,-84.0,45.0,172000.0,286700.0,11.0,1.0,3.062,0.04,38.8,0.0,-39.29,-39.2
31.0,12.0,7.0,49.0,487.0,29.154,8.05,1.4,4.8020854771214926e-08,791.8,2403.4,17.061,8.354,20.185,5.067,-96.0,20.902,7.256,-96.0,22.133,7.157,-96.0,24.001,8.555,-96.0,27.745,7.128,-95.14,11.0,1.0,0.0,-96.0,48.0,286700.0,1000.0,0.0,0.0,0.09,7.654,646.2,0.0,-48.0,-47.5
68.0,9.0,19.0,6.0,90.0,3.631,27.777,0.0,0.0,1890.8,706.8,9.078,23.011,8.037,12.077,-95.0,4.621,8.93,-95.0,6.915,20.955,-94.67,6.944,16.582,-94.8,6.654,14.239,-94.86,9.0,1.0,0.0,-94.0,44.0,96100.0,96100.0,9.0,1.0,0.239,12.337,1007.8,0.0,-52.57,-54.1
58.0,9.0,29.0,5.0,592.0,0.148,15.827,0.0,0.0,12.0,139.0,3.644,14.3,9.485,0.146,-91.0,13.211,0.144,-92.0,4.426,10.091,-91.67,9.642,6.118,-91.2,8.464,7.898,-90.86,7.0,1.0,0.0,-91.0,39.0,72200.0,72200.0,7.0,1.0,0.142,15.849,1282.0,0.0,-52.71,-52.6
53.0,14.0,24.0,10.0,644.0,8.709,20.111,0.0,0.0,1125.2,715.4,13.406,18.209,17.663,5.993,-89.0,33.798,0.46,-90.0,13.259,14.771,-87.67,17.784,10.091,-88.2,13.943,12.011,-87.86,9.0,1.0,0.0,-87.0,35.0,96100.0,96100.0,9.0,1.0,0.293,10.683,875.5,0.0,-51.14,-51.2
40.0,11.0,6.0,44.0,753.0,18.244,9.153,0.0,0.0,877.0,1545.167,21.611,8.599,15.671,16.805,-91.0,34.05,7.6,-93.0,18.509,11.519,-90.33,25.055,8.515,-91.0,20.294,7.845,-91.14,11.0,1.0,0.0,-90.0,53.0,286700.0,286700.0,11.0,1.0,0.125,10.266,869.6,0.0,-37.0,-37.2
4.0,7.0,62.0,28.0,130.0,21.665,36.37,0.0,0.0,785.4,2711.6,41.062,20.149,31.916,25.551,-96.0,27.125,18.847,-95.0,31.548,27.357,-96.33,30.24,23.59,-95.8,34.344,17.787,-95.71,7.0,1.0,0.0,-97.0,59.0,72200.0,72200.0,7.0,1.0,9.792,26.888,2270.0,0.0,-40.71,-39.8
69.0,13.0,4.0,16.0,478.0,11.87,12.073,0.0,0.0,1020.6,855.4,37.16,1.444,29.204,4.086,-89.0,5.313,3.87,-89.0,26.078,5.868,-88.33,17.283,5.802,-88.4,12.467,8.914,-88.29,9.0,1.0,0.0,-88.0,34.0,96100.0,96100.0,9.0,1.0,5.397,4.0,398.5,0.0,-55.29,-54.8
28.0,24.0,9.0,38.0,1285.0,9.943,18.772,2.4,2.4137584230111636e-07,1590.4,907.4,0.113,22.679,0.333,21.949,-82.0,0.084,13.936,-83.0,3.463,21.133,-83.67,2.184,18.566,-83.8,3.689,15.315,-84.29,7.0,1.0,0.0,-85.0,37.0,72200.0,72200.0,7.0,1.0,8.845,0.138,156.333,2.0,-47.71,-47.6
62.0,12.0,10.0,17.0,984.0,5.482,9.648,0.0,0.0,809.4,605.0,4.304,13.438,8.985,18.722,-92.0,13.037,9.137,-92.0,6.257,13.936,-92.0,9.892,10.538,-92.0,10.24,15.776,-91.86,7.0,400.0,0.0,-92.0,45.0,72200.0,72200.0,7.0,400.0,4.123,0.061,68.6,0.0,-47.57,-47.5
4.0,7.0,31.0,59.0,184.0,50.001,18.251,0.0,0.0,678.2,4084.4,42.399,15.914,56.301,13.266,-87.0,33.76,11.47,-87.0,49.567,15.81,-86.67,41.715,12.951,-86.6,32.892,12.833,-86.43,11.0,1.0,0.0,-87.0,49.0,270800.0,286700.0,11.0,1.0,0.024,2.898,242.8,0.0,-39.0,-39.1
64.0,29.0,4.0,5.0,1451.0,0.085,17.438,0.0,0.0,739.4,67.4,0.336,23.744,1.697,14.2,-82.0,1.543,14.837,-85.0,0.706,18.461,-82.33,1.03,14.955,-83.0,0.968,14.179,-83.57,10.0,1.0,0.0,-83.0,44.0,243700.0,258000.0,10.0,1.0,0.231,8.001,600.0,0.0,-38.29,-38.2
39.0,9.0,41.0,12.0,663.0,38.983,9.038,0.0,0.0,555.2,2030.2,50.174,5.467,9.439,8.715,-92.0,5.817,9.202,-92.0,32.865,7.74,-91.67,21.265,13.778,-91.8,16.728,19.778,-92.0,9.0,400.0,0.0,-92.0,37.0,96100.0,96100.0,9.0,400.0,0.664,0.033,32.0,0.0,-54.0,-54.3
42.0,10.0,42.0,7.0,737.0,0.434,72.539,0.0,0.0,4797.0,277.2,0.202,82.374,39.776,19.018,-91.0,55.396,3.924,-90.0,13.471,57.977,-92.0,22.904,38.315,-91.4,18.422,33.599,-91.29,7.0,400.0,0.0,-92.0,40.0,72200.0,72200.0,7.0,400.0,0.249,14.289,1162.4,0.0,-50.43,-50.8
50.0,11.0,11.0,30.0,461.0,26.076,9.759,0.0,0.0,821.0,2164.4,34.184,2.298,22.119,4.075,-89.0,20.709,6.353,-88.0,27.46,5.377,-89.33,24.805,5.87,-88.8,21.599,7.249,-88.29,7.0,1.0,0.0,-91.0,50.0,72200.0,72200.0,7.0,1.0,24.997,0.305,345.6,0.0,-40.86,-40.8
79.0,9.0,1.0,13.0,454.0,4.707,1.925,0.0,0.0,50.6,254.2,3.228,5.62,1.101,11.335,-90.0,0.269,14.243,-91.0,3.012,6.293,-90.33,3.583,8.412,-90.8,6.023,6.056,-91.0,7.0,1.0,0.0,-90.0,48.0,72200.0,72200.0,7.0,1.0,0.627,2.239,196.6,0.0,-40.86,-41.1
40.0,10.0,23.0,27.0,704.0,26.511,5.926,0.0,0.0,602.4,1586.2,17.461,4.049,15.592,7.906,-89.0,14.527,16.002,-88.0,19.855,5.96,-88.33,17.086,9.221,-88.0,18.467,12.713,-88.14,7.0,1.0,0.0,-88.0,44.0,72200.0,72200.0,7.0,1.0,7.025,0.107,122.4,0.0,-43.71,-43.8
64.0,11.0,2.0,24.0,1000.0,12.419,0.174,0.0,0.0,8.2,1009.2,8.804,14.395,5.498,23.494,-96.0,3.48,16.708,-96.0,8.907,12.688,-95.33,6.336,12.369,-95.4,4.664,15.531,-95.0,7.0,400.0,0.0,-95.0,33.0,72200.0,72200.0,7.0,400.0,12.321,0.168,193.8,0.0,-62.57,-62.8
69.0,12.0,1.0,17.0,1763.0,8.001,6.135,0.0,0.0,229.4,839.4,0.322,9.493,5.554,11.801,-88.0,18.216,0.227,-87.0,4.626,9.143,-88.0,9.261,7.787,-87.6,9.64,13.729,-88.0,9.0,1.0,0.0,-88.0,37.0,96100.0,96100.0,9.0,1.0,7.01,0.939,206.8,0.0,-57.0,-57.4
34.0,8.0,21.0,38.0,725.0,23.812,13.839,0.0,0.0,1174.8,1894.8,0.886,11.609,0.252,13.445,-91.0,0.235,34.656,-92.0,8.317,12.964,-91.0,5.278,23.181,-91.4,7.809,19.058,-91.14,9.0,400.0,0.0,-91.0,56.0,96100.0,96100.0,9.0,400.0,0.239,14.507,1187.8,0.0,-36.14,-39.2
73.0,10.0,2.0,16.0,1024.0,23.716,0.143,0.0,0.0,153.0,1015.6,12.529,0.088,4.622,0.048,-84.0,1.771,7.264,-83.0,13.622,0.093,-84.0,8.537,5.42,-83.8,6.125,6.43,-83.86,11.0,1.0,0.0,-84.0,36.0,286700.0,286700.0,11.0,1.0,28.157,0.16,179.0,0.0,-48.43,-48.5
58.0,25.0,2.0,16.0,1310.0,7.317,5.636,0.0,0.0,363.8,385.6,0.741,5.968,11.278,3.937,-86.0,17.566,0.255,-85.0,6.445,5.18,-85.33,9.105,4.078,-84.8,9.557,5.393,-84.57,7.0,1.0,0.0,-85.0,39.0,72200.0,72200.0,7.0,1.0,0.414,1.946,175.4,0.0,-46.14,-46.7
56.0,12.0,28.0,6.0,361.0,0.715,38.001,0.0,0.0,2480.8,532.4,0.659,26.875,0.71,18.177,-87.0,8.609,12.699,-88.0,0.695,27.684,-87.0,4.733,21.62,-87.4,10.176,17.989,-87.43,7.0,1.0,0.0,-87.0,41.0,72200.0,72200.0,7.0,1.0,0.247,8.563,697.0,0.0,-44.71,-44.7
76.0,16.0,1.0,8.0,457.0,5.992,5.884,0.0,0.0,82.8,512.6,0.182,23.867,0.318,20.944,-88.0,0.267,28.354,-88.0,2.164,16.898,-88.0,1.397,22.216,-88.0,1.05,17.272,-88.0,7.0,1.0,0.0,-88.0,49.0,72200.0,72200.0,7.0,1.0,0.272,5.664,478.8,0.0,-39.43,-39.2
72.0,11.0,12.0,6.0,964.0,0.188,18.989,0.0,0.0,325.8,153.0,1.337,19.217,3.449,14.748,-91.0,8.854,7.574,-91.0,1.658,17.651,-91.33,3.784,12.918,-91.2,2.979,11.291,-91.57,7.0,400.0,0.0,-91.0,41.0,72200.0,72200.0,7.0,400.0,0.159,13.741,1113.8,0.0,-50.71,-51.1
79.0,13.0,5.0,4.0,1781.0,0.282,16.198,0.0,0.0,971.0,219.6,0.078,0.017,0.022,0.026,-93.0,0.282,16.198,-91.0,0.127,5.414,-92.33,0.127,5.414,-92.33,0.127,5.414,-92.33,10.0,1600.0,0.0,-91.0,30.0,243700.0,195000.0,9.0,3200.0,0.136,11.651,963.2,0.0,-61.0,-61.0
74.0,10.0,2.0,14.0,339.0,8.178,7.608,0.0,0.0,783.6,661.2,5.936,11.292,0.397,7.123,-88.0,1.728,4.528,-88.0,4.837,8.674,-88.0,6.063,6.837,-88.0,7.806,5.968,-88.0,11.0,1.0,0.0,-88.0,57.0,286700.0,286700.0,11.0,1.0,0.848,7.476,647.8,0.0,-31.0,-31.0
89.0,8.0,1.0,4.0,1486.0,2.834,0.036,0.0,0.0,34.8,134.6,3.981,0.035,0.899,2.084,-92.0,0.044,3.606,-91.0,2.571,0.718,-91.67,1.63,1.908,-91.4,1.249,1.366,-91.71,11.0,800.0,0.0,-92.0,42.0,286700.0,1000.0,0.0,0.0,1.301,0.026,26.0,0.0,-51.57,-51.2
45.0,10.0,19.0,27.0,653.0,13.141,21.686,0.0,0.0,1829.6,1186.8,1.325,47.652,0.412,51.072,-91.0,30.89,11.688,-92.0,4.959,40.137,-91.33,18.311,26.584,-91.8,14.24,23.378,-91.86,7.0,400.0,0.0,-91.0,38.0,72200.0,72200.0,7.0,400.0,12.874,0.185,212.0,0.0,-50.71,-50.4
74.0,11.0,2.0,13.0,1424.0,15.727,0.111,0.0,0.0,119.2,684.0,24.386,0.132,13.404,2.695,-92.0,0.039,1.576,-92.0,17.839,0.979,-91.33,10.735,1.908,-91.4,8.032,2.964,-91.0,10.0,1.0,0.0,-91.0,26.0,243700.0,172000.0,7.0,1.0,15.191,0.109,117.4,0.0,-64.29,-64.3
62.0,8.0,1.0,29.0,715.0,3.452,12.994,1.2,3.476245654692931e-07,464.2,356.8,0.189,19.467,11.864,12.127,-91.0,26.79,8.047,-92.0,5.168,14.863,-90.67,10.894,12.308,-90.8,9.851,10.4,-89.71,10.0,1.0,2.0,-91.0,58.0,258000.0,286700.0,11.0,1.0,0.072,5.532,426.8,1.2,-33.0,-33.0
9.0,21.0,11.0,59.0,1244.0,12.12,39.081,0.0,0.0,1404.2,1522.6,1.085,58.55,1.806,40.434,-87.0,5.471,15.947,-89.0,5.004,46.022,-87.67,8.046,32.849,-88.2,11.384,23.539,-88.14,7.0,1.0,0.0,-88.0,45.0,72200.0,72200.0,7.0,1.0,10.512,24.137,2056.6,0.0,-41.29,-41.2
53.0,10.0,26.0,11.0,679.0,13.126,23.894,0.0,0.0,1732.4,900.4,11.086,20.855,12.691,18.732,-89.0,7.324,28.298,-89.0,12.301,21.16,-89.33,10.351,25.649,-89.4,15.377,24.709,-89.57,11.0,1.0,0.0,-90.0,53.0,286700.0,286700.0,11.0,1.0,11.17,0.074,76.4,0.0,-37.14,-37.3
46.0,13.0,8.0,33.0,1082.0,16.812,16.881,0.0,0.0,1521.4,1420.6,10.725,26.711,21.691,9.417,-89.0,19.44,0.282,-88.0,16.409,17.67,-89.0,18.178,10.723,-88.6,17.34,10.617,-89.0,7.0,1.0,0.0,-90.0,49.0,72200.0,72200.0,7.0,1.0,10.638,0.152,171.4,0.0,-41.43,-41.8
59.0,13.0,2.0,26.0,385.0,12.912,0.196,3.2,2.4783147459727386e-07,48.2,979.2,9.469,0.154,1.736,11.792,-83.0,1.275,16.488,-82.0,8.039,4.047,-83.67,5.089,9.456,-83.8,4.651,12.636,-84.14,9.0,1.0,0.0,-84.0,39.0,229400.0,286700.0,11.0,1.0,2.368,0.026,27.4,0.0,-37.57,-37.7
17.0,9.0,7.0,67.0,538.0,45.075,9.687,0.8,1.7748197448696617e-08,1830.4,3680.6,13.279,12.279,0.342,18.848,-89.0,20.386,17.376,-93.0,19.565,13.605,-90.0,22.981,14.906,-90.8,21.956,16.503,-90.86,9.0,400.0,1.0,-92.0,47.0,96100.0,96100.0,9.0,400.0,18.213,0.625,672.6,0.0,-39.86,-38.2
11.0,10.0,21.0,57.0,322.0,22.777,23.147,0.0,0.0,1943.2,1965.8,19.673,10.623,23.62,9.335,-90.0,8.995,39.708,-88.0,22.023,14.368,-90.0,19.396,21.824,-89.2,21.774,17.025,-88.43,6.0,1.0,0.0,-90.0,46.0,65000.0,72200.0,7.0,1.0,18.738,0.205,229.667,0.0,-44.0,-44.0
35.0,17.0,33.0,16.0,805.0,10.172,22.437,0.0,0.0,747.4,829.8,13.409,27.02,7.648,19.819,-87.0,5.983,12.74,-87.0,10.41,23.092,-87.0,9.477,19.209,-87.0,10.2,15.101,-87.43,7.0,1.0,0.0,-87.0,46.0,172000.0,286700.0,11.0,1.0,4.955,7.513,628.8,0.0,-40.71,-40.9
68.0,10.0,2.0,21.0,900.0,4.973,16.777,0.0,0.0,1462.2,248.0,0.072,22.94,26.191,6.146,-90.0,33.939,0.176,-91.0,10.412,15.288,-90.67,14.098,9.216,-91.0,10.308,6.785,-91.14,11.0,800.0,0.0,-93.0,41.0,286700.0,286700.0,11.0,800.0,25.975,2.528,347.0,1.8,-52.71,-52.5
3.0,10.0,78.0,10.0,189.0,1.291,58.684,0.0,0.0,1149.0,1222.4,1.4,57.698,8.977,33.331,-86.0,9.004,33.027,-86.0,3.889,49.904,-85.67,11.891,40.157,-85.8,17.158,31.493,-85.71,6.0,1.0,0.0,-85.0,39.0,65000.0,72200.0,7.0,1.0,1.182,42.563,3431.0,0.0,-47.43,-47.2
31.0,56.0,1.0,11.0,3149.0,3.345,0.04,4.2,1.2556053811659194e-06,39.2,151.0,0.008,0.007,0.107,8.779,-92.0,0.11,9.213,-92.0,1.153,2.942,-92.0,1.982,4.79,-91.8,3.746,4.345,-91.71,10.0,1.0,0.0,-92.0,28.0,243700.0,206500.0,8.0,1.0,3.772,0.043,43.2,5.8,-64.0,-63.9
16.0,7.0,11.0,67.0,417.0,50.261,22.784,0.0,0.0,2409.6,4091.4,37.139,36.496,41.423,44.301,-89.0,25.054,50.151,-91.0,42.941,34.527,-90.67,30.927,47.715,-90.8,35.735,40.205,-91.0,9.0,400.0,0.0,-92.0,51.0,96100.0,96100.0,9.0,400.0,41.764,0.525,468.0,0.0,-34.29,-35.3
16.0,18.0,42.0,23.0,1324.0,7.569,20.586,0.0,0.0,1085.0,586.2,4.31,21.026,1.349,13.471,-90.0,0.359,21.856,-89.0,4.409,18.361,-89.67,4.289,16.928,-89.4,6.242,13.168,-89.43,7.0,1.0,0.0,-89.0,49.0,162500.0,73100.0,7.0,1.0,6.269,0.051,51.8,0.0,-40.57,-40.5
43.0,15.0,19.0,22.0,976.0,19.815,45.883,0.0,0.0,135.4,1282.0,25.521,46.702,15.039,28.218,-91.0,12.754,32.761,-90.0,20.125,40.268,-89.33,21.225,32.877,-88.8,19.664,28.729,-88.14,7.0,1.0,0.0,-89.0,58.0,72200.0,72200.0,7.0,1.0,1.656,48.975,3952.2,9.6,-32.14,-32.2
24.0,8.0,36.0,33.0,468.0,29.436,16.709,0.0,0.0,1509.2,2060.2,15.622,13.013,12.951,19.773,-88.0,28.517,10.336,-88.0,19.336,16.498,-88.67,22.094,12.717,-88.2,21.883,11.413,-88.29,7.0,1.0,0.0,-89.0,56.0,72200.0,72200.0,7.0,1.0,11.313,0.154,176.4,0.0,-32.71,-32.8
62.0,10.0,24.0,6.0,583.0,0.355,36.624,0.6,1.6901408450704225e-06,2444.4,254.8,15.278,40.312,59.805,16.714,-87.0,38.07,29.172,-84.0,25.146,31.217,-86.67,22.777,35.931,-85.8,23.525,31.465,-85.71,10.0,1.0,0.0,-86.0,50.0,258000.0,195000.0,9.0,1.0,7.758,25.934,2003.6,0.0,-36.0,-36.0
71.0,16.0,1.0,13.0,894.0,6.644,5.123,1.2,1.806140878988561e-07,474.4,491.4,12.329,33.451,14.437,31.926,-90.0,34.039,16.869,-89.0,11.137,23.5,-89.33,19.521,20.185,-89.6,21.27,14.911,-89.43,7.0,1.0,0.0,-89.0,44.0,72200.0,72200.0,7.0,1.0,1.795,0.037,40.8,0.0,-47.14,-47.5
71.0,12.0,2.0,16.0,898.0,16.357,6.688,0.0,0.0,650.2,851.0,12.72,13.649,0.313,24.552,-92.0,0.51,28.268,-92.0,9.797,14.963,-92.0,6.017,19.43,-92.2,6.298,18.429,-91.86,9.0,400.0,2.0,-92.0,59.0,96100.0,96100.0,9.0,400.0,0.124,6.57,539.8,0.0,-33.0,-32.9
56.0,7.0,21.0,17.0,219.0,5.483,7.151,0.0,0.0,583.667,594.667,8.836,23.711,5.867,21.637,-95.0,4.494,20.876,-96.0,6.729,17.5,-95.67,5.865,15.871,-95.6,6.35,15.625,-95.86,7.0,1.0,0.0,-96.0,50.0,72200.0,72200.0,7.0,1.0,6.374,0.093,106.2,0.0,-45.86,-45.8
74.0,11.0,11.0,6.0,297.0,10.57,20.761,0.0,0.0,1589.2,1061.6,17.411,23.137,15.449,24.207,-96.0,18.23,26.183,-96.0,14.477,22.702,-96.0,16.118,22.832,-95.6,14.252,20.848,-95.0,11.0,1.0,0.0,-95.0,49.0,286700.0,1000.0,0.0,0.0,0.049,16.562,1359.2,0.0,-48.14,-47.0
4.0,5.0,27.0,66.0,230.0,37.342,21.7,0.0,0.0,1780.6,3102.6,17.651,39.372,19.725,55.934,-90.0,10.696,56.263,-90.0,24.906,39.002,-90.67,17.368,48.198,-91.0,31.357,37.773,-91.14,9.0,400.0,0.0,-92.0,42.0,96100.0,96100.0,9.0,400.0,0.473,24.655,1996.2,0.0,-48.57,-49.0
39.0,15.0,39.0,8.0,701.0,0.082,26.734,0.0,0.0,393.2,66.6,1.129,18.254,2.262,0.032,-83.0,1.355,10.099,-83.0,1.158,15.007,-84.0,0.985,15.127,-83.8,3.658,18.516,-84.0,10.0,1.0,0.0,-85.0,56.0,243700.0,270800.0,11.0,1.0,0.032,4.618,387.2,0.0,-29.14,-29.1
30.0,38.0,2.0,30.0,1923.0,16.02,4.08,0.0,0.0,481.4,1318.0,4.317,27.458,3.48,27.99,-95.0,16.45,11.792,-93.0,7.939,19.843,-94.67,10.991,18.529,-94.2,8.141,18.904,-94.29,7.0,400.0,0.0,-94.0,42.0,72200.0,72200.0,7.0,400.0,8.269,0.126,139.8,0.0,-49.86,-49.8
3.0,15.0,74.0,9.0,203.0,10.305,48.854,0.0,0.0,2799.2,1008.2,50.646,9.546,57.975,6.725,-92.0,24.879,19.278,-89.0,39.642,21.708,-91.0,33.753,20.366,-90.0,34.049,16.199,-89.57,9.0,1.0,0.0,-90.0,34.0,96100.0,86500.0,9.0,1.0,2.697,18.432,1531.2,0.0,-56.14,-55.5
74.0,8.0,3.0,15.0,1056.0,6.447,0.248,0.0,0.0,228.6,322.8,4.286,3.924,6.989,0.238,-94.0,6.488,0.152,-94.0,5.907,1.47,-93.33,11.34,0.966,-93.6,13.146,1.751,-92.57,9.0,800.0,0.0,-92.0,31.0,229400.0,195000.0,8.0,1600.0,10.939,3.061,590.4,0.0,-60.71,-60.4
51.0,10.0,10.0,29.0,377.0,17.097,18.149,0.0,0.0,1739.0,1470.8,6.318,22.234,16.494,13.499,-95.0,15.718,5.557,-95.0,13.303,17.961,-95.0,16.41,11.954,-95.0,18.809,10.999,-95.29,9.0,1.0,0.0,-95.0,33.0,96100.0,96100.0,9.0,1.0,10.617,0.204,202.8,0.0,-52.71,-53.4
30.0,9.0,39.0,20.0,733.0,12.788,15.653,0.0,0.0,1086.667,1164.833,19.424,11.778,18.267,6.545,-91.0,22.508,0.356,-92.0,16.826,11.325,-92.33,16.801,9.216,-92.2,13.577,12.368,-91.86,9.0,400.0,0.0,-92.0,48.0,96100.0,96100.0,9.0,400.0,14.715,0.452,478.2,0.0,-41.57,-38.8
3.0,12.0,73.0,13.0,237.0,7.5,33.192,0.0,0.0,1901.2,859.4,1.487,5.899,7.866,6.41,-87.0,22.105,0.177,-87.0,5.618,15.167,-87.0,10.367,10.723,-87.0,8.513,15.516,-86.57,11.0,1.0,0.0,-87.0,50.0,286700.0,286700.0,11.0,1.0,7.156,0.065,62.4,0.0,-38.29,-37.9
69.0,10.0,16.0,5.0,2269.0,0.138,8.931,0.0,0.0,10.4,130.4,0.162,15.376,0.257,13.068,-91.0,10.567,13.126,-90.0,0.186,12.458,-91.0,4.688,11.906,-91.0,4.588,8.674,-91.0,7.0,400.0,0.0,-91.0,29.0,72200.0,72200.0,7.0,400.0,0.16,10.653,860.4,0.0,-61.86,-61.9
76.0,11.0,1.0,13.0,296.0,0.543,0.028,0.0,0.0,15.8,59.2,0.243,4.086,0.081,2.794,-88.0,0.079,3.898,-88.0,0.289,2.303,-88.0,1.326,3.029,-88.0,3.087,2.198,-88.0,7.0,1.0,0.0,-88.0,39.0,72200.0,72200.0,7.0,1.0,0.323,0.018,14.4,0.0,-49.57,-50.3
32.0,9.0,22.0,37.0,538.0,17.207,2.66,0.0,0.0,152.2,1313.0,8.071,14.508,7.821,10.257,-87.0,4.862,17.04,-87.0,11.033,9.142,-86.33,8.637,13.147,-87.0,10.369,13.116,-87.29,9.0,1.0,0.0,-86.0,29.0,96100.0,96100.0,9.0,1.0,6.007,0.133,134.2,0.0,-55.86,-56.0
68.0,8.0,2.0,24.0,669.0,8.498,2.261,0.0,0.0,71.6,545.0,8.837,8.732,10.231,10.629,-93.0,9.689,12.998,-91.0,9.189,7.207,-93.0,10.075,8.776,-92.2,13.601,6.341,-92.29,7.0,400.0,0.0,-93.0,43.0,72200.0,72200.0,7.0,400.0,6.395,0.107,121.8,2.4,-50.57,-50.4
60.0,27.0,1.0,13.0,653.0,13.157,0.076,0.0,0.0,79.2,569.2,9.686,0.08,7.887,1.432,-87.0,0.049,12.424,-88.0,10.243,0.529,-87.67,6.364,5.4,-87.8,6.116,4.137,-88.0,11.0,1.0,0.0,-88.0,56.0,286700.0,270800.0,11.0,1.0,8.867,0.079,83.8,0.0,-32.0,-32.0
81.0,10.0,5.0,5.0,1242.0,0.116,14.787,0.0,0.0,916.0,88.4,0.294,16.174,0.648,0.03,-92.0,1.006,5.15,-92.0,0.353,10.33,-92.0,0.43,11.163,-92.0,3.291,10.692,-92.14,7.0,400.0,0.0,-92.0,41.0,72200.0,72200.0,7.0,400.0,0.051,3.523,287.2,0.0,-51.0,-51.0
